Repository,Namespace,Cyclic Dependency,Unstable Dependency,Ambiguous Interface,God Component,Feature Concentration,Scattered Functionality,Dense Structure,Total Architecture Smells
googleads_googleads-dotnet-lib,Wrappers.AudienceSegmentService,1.0,1.0,0,0.0,0.0,0.0,0,2.0
googleads_googleads-dotnet-lib,Wrappers.BaseRateService,1.0,1.0,0,0.0,0.0,0.0,0,2.0
googleads_googleads-dotnet-lib,Wrappers.CdnConfigurationService,1.0,1.0,0,0.0,0.0,0.0,0,2.0
googleads_googleads-dotnet-lib,Wrappers.CompanyService,1.0,1.0,0,0.0,0.0,0.0,0,2.0
googleads_googleads-dotnet-lib,Google.Api.Ads.AdManager.v201905,0.0,0.0,0,1.0,0.0,1.0,0,2.0
googleads_googleads-dotnet-lib,Google.Api.Ads.AdManager.v201908,0.0,0.0,0,1.0,0.0,1.0,0,2.0
googleads_googleads-dotnet-lib,Google.Api.Ads.AdManager.v201911,0.0,0.0,0,1.0,0.0,1.0,0,2.0
googleads_googleads-dotnet-lib,Google.Api.Ads.AdManager.Examples.CSharp.OAuth,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Google.Api.Ads.AdManager.Examples.CSharp,0.0,0.0,0,0.0,0.0,3.0,0,3.0
googleads_googleads-dotnet-lib,Google.Api.Ads.AdManager.Examples.CSharp.v201905,0.0,0.0,0,1.0,1.0,1.0,0,3.0
googleads_googleads-dotnet-lib,Google.Api.Ads.AdManager.Examples.CSharp.v201908,0.0,0.0,0,1.0,1.0,1.0,0,3.0
googleads_googleads-dotnet-lib,Google.Api.Ads.AdManager.Examples.CSharp.v201911,0.0,0.0,0,1.0,1.0,1.0,0,3.0
googleads_googleads-dotnet-lib,Google.Api.Ads.AdWords,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Google.Api.Ads.AdWords.Headers,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Google.Api.Ads.AdWords.Lib,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Google.Api.Ads.AdWords.Util.BatchJob,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Google.Api.Ads.AdWords.Util.BatchJob.v201809,0.0,0.0,0,0.0,0.0,1.0,0,1.0
googleads_googleads-dotnet-lib,Google.Api.Ads.AdWords.Util,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Google.Api.Ads.AdWords.Util.Reports,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Google.Api.Ads.AdWords.Util.Reports.v201809,0.0,0.0,0,1.0,0.0,0.0,0,1.0
googleads_googleads-dotnet-lib,Google.Api.Ads.AdWords.Util.Selectors,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Google.Api.Ads.AdWords.Util.Shopping,0.0,0.0,0,0.0,1.0,0.0,0,1.0
googleads_googleads-dotnet-lib,Google.Api.Ads.AdWords.Util.Shopping.v201809,0.0,0.0,0,0.0,1.0,0.0,0,1.0
googleads_googleads-dotnet-lib,Google.Api.Ads.AdWords.v201809,14.0,1.0,0,1.0,0.0,3.0,0,19.0
googleads_googleads-dotnet-lib,Wrappers.AdGroupAdService,5.0,1.0,0,0.0,0.0,0.0,0,6.0
googleads_googleads-dotnet-lib,Wrappers.CampaignCriterionService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.CampaignService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.CampaignBidModifierService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.CampaignFeedService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.CampaignGroupService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.CampaignGroupPerformanceTargetService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.ConstantDataService,1.0,0.0,0,0.0,1.0,0.0,0,2.0
googleads_googleads-dotnet-lib,Wrappers.ConversionTrackerService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.CustomerNegativeCriterionService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.CustomerService,1.0,1.0,0,0.0,1.0,0.0,0,3.0
googleads_googleads-dotnet-lib,Wrappers.AdGroupFeedService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.CustomerFeedService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.FeedService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.FeedItemService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.FeedItemTargetService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.FeedMappingService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.LocationCriterionService,1.0,1.0,0,0.0,0.0,0.0,0,2.0
googleads_googleads-dotnet-lib,Wrappers.ManagedCustomerService,2.0,1.0,0,0.0,1.0,0.0,0,4.0
googleads_googleads-dotnet-lib,Wrappers.MediaService,1.0,1.0,0,0.0,0.0,0.0,0,2.0
googleads_googleads-dotnet-lib,Wrappers.AdGroupCriterionService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.OfflineConversionFeedService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.OfflineDataUploadService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.OfflineCallConversionFeedService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.ReportDefinitionService,1.0,1.0,0,0.0,0.0,0.0,0,2.0
googleads_googleads-dotnet-lib,Wrappers.AdwordsUserListService,2.0,1.0,0,0.0,0.0,0.0,0,3.0
googleads_googleads-dotnet-lib,Wrappers.CampaignSharedSetService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.SharedCriterionService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.SharedSetService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.AdGroupService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.AccountLabelService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.AdCustomizerFeedService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.AdGroupExtensionSettingService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.CampaignExtensionSettingService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.CustomerExtensionSettingService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.DraftService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.TrialService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.AdGroupBidModifierService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.BatchJobOpsService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.OfflineConversionAdjustmentFeedService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.AssetService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.AdService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.CustomAffinityService,2.0,1.0,0,0.0,0.0,0.0,0,3.0
googleads_googleads-dotnet-lib,Wrappers.AdParamService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.BatchJobService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.BiddingStrategyService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Wrappers.BudgetOrderService,2.0,1.0,0,0.0,0.0,0.0,0,3.0
googleads_googleads-dotnet-lib,Wrappers.BudgetService,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Google.Api.Ads.AdWords.Examples.CSharp.OAuth,0.0,0.0,0,0.0,0.0,1.0,0,1.0
googleads_googleads-dotnet-lib,Google.Api.Ads.AdWords.Examples.CSharp,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Google.Api.Ads.AdWords.Examples.CSharp.v201809,0.0,0.0,0,1.0,1.0,1.0,0,3.0
googleads_googleads-dotnet-lib,Google.Api.Ads.Common,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Google.Api.Ads.Common.Config,2.0,0.0,0,0.0,0.0,0.0,0,2.0
googleads_googleads-dotnet-lib,Google.Api.Ads.Common.Lib,7.0,1.0,0,0.0,0.0,3.0,0,11.0
googleads_googleads-dotnet-lib,Google.Api.Ads.Common.Logging,4.0,0.0,0,0.0,0.0,0.0,0,4.0
googleads_googleads-dotnet-lib,Google.Api.Ads.Common.OAuth,2.0,0.0,0,0.0,0.0,0.0,0,2.0
googleads_googleads-dotnet-lib,Google.Api.Ads.Common.Util,4.0,1.0,0,0.0,1.0,0.0,0,6.0
googleads_googleads-dotnet-lib,Google.Api.Ads.Common.Util.Reports,0.0,0.0,0,0.0,0.0,0.0,0,0.0
googleads_googleads-dotnet-lib,Google.Api.Ads.Common.Utilities.OAuthTokenGenerator,0.0,0.0,0,0.0,0.0,0.0,0,0.0
graemechristie_NinjaSettings,NinjaSettings.Example.Autofac,0.0,0,0,0,1.0,0,0,1.0
graemechristie_NinjaSettings,NinjaSettings.Example.Autofac.Controllers,0.0,0,0,0,0.0,0,0,0.0
graemechristie_NinjaSettings,NinjaSettings.Example.Autofac.Models,0.0,0,0,0,1.0,0,0,1.0
graemechristie_NinjaSettings,NinjaSettings,1.0,0,0,0,0.0,0,0,1.0
graemechristie_NinjaSettings,NinjaSettings.ValueConverters,1.0,0,0,0,1.0,0,0,2.0
GreanTech_AtomEventStore,Grean.AtomEventStore.AzureBlob,0,0,0,0,0,0,0,0
GreanTech_AtomEventStore,Grean.AtomEventStore,0,0,0,0,0,0,0,0
grokys_Perspex,Avalonia.Animation,1.0,0.0,0.0,1.0,1.0,0.0,0,3.0
grokys_Perspex,Avalonia.Animation.Animators,14.0,2.0,0.0,0.0,1.0,0.0,0,17.0
grokys_Perspex,Avalonia.Animation.Easings,0.0,0.0,0.0,1.0,0.0,0.0,0,1.0
grokys_Perspex,Avalonia.Animation.Utils,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia,42.0,5.0,0.0,1.0,0.0,10.0,0,58.0
grokys_Perspex,Avalonia.Collections,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0
grokys_Perspex,Avalonia.Data,2.0,1.0,0.0,0.0,2.0,0.0,0,5.0
grokys_Perspex,Avalonia.Data.Converters,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Data.Core,1.0,1.0,0.0,0.0,0.0,0.0,0,2.0
grokys_Perspex,Avalonia.Data.Core.Parsers,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0
grokys_Perspex,Avalonia.Data.Core.Plugins,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Diagnostics,3.0,0.0,0.0,0.0,0.0,0.0,0,3.0
grokys_Perspex,Avalonia.Logging,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Metadata,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0
grokys_Perspex,Avalonia.Platform,13.0,3.0,2.0,0.0,3.0,6.0,0,27.0
grokys_Perspex,Avalonia.Platform.Interop,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Reactive,2.0,0.0,0.0,0.0,1.0,1.0,0,4.0
grokys_Perspex,Avalonia.Threading,4.0,1.0,0.0,0.0,0.0,1.0,0,6.0
grokys_Perspex,Avalonia.Utilities,2.0,1.0,0.0,1.0,1.0,0.0,0,5.0
grokys_Perspex,Avalonia.Benchmarks.Base,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Benchmarks,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Benchmarks.Data,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Benchmarks.Layout,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Benchmarks.Markup,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Benchmarks.Styling,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Benchmarks.Traversal,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Benchmarks.Visuals.Media,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Build.Tasks,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,System,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Markup.Xaml.PortableXaml,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Markup.Xaml.XamlIl.CompilerExtensions,1.0,1.0,0.0,0.0,1.0,0.0,0,3.0
grokys_Perspex,Avalonia.Markup.Xaml.XamlIl.CompilerExtensions.Transformers,1.0,0.0,0.0,2.0,2.0,0.0,0,5.0
grokys_Perspex,Avalonia.Markup.Parsers,0.0,1.0,0.0,0.0,1.0,0.0,0,2.0
grokys_Perspex,Avalonia.Markup.Xaml.Parsers,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0
grokys_Perspex,Avalonia.Controls,28.0,3.0,0.0,2.0,1.0,12.0,0,46.0
grokys_Perspex,Avalonia.Controls.Primitives,6.0,1.0,0.0,1.0,2.0,7.0,0,17.0
grokys_Perspex,Avalonia.Controls.Utils,3.0,1.0,0.0,0.0,2.0,0.0,0,6.0
grokys_Perspex,Avalonia.Controls.ApplicationLifetimes,2.0,0.0,0.0,0.0,0.0,0.0,0,2.0
grokys_Perspex,Avalonia.Controls.Converters,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Controls.Embedding,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Controls.Embedding.Offscreen,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Controls.Generators,2.0,1.0,0.0,0.0,0.0,2.0,0,5.0
grokys_Perspex,Avalonia.Controls.Mixins,2.0,1.0,0.0,0.0,0.0,0.0,0,3.0
grokys_Perspex,Avalonia.Controls.Notifications,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Controls.Platform,2.0,0.0,0.0,0.0,1.0,3.0,0,6.0
grokys_Perspex,Avalonia.Controls.Platform.Surfaces,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Controls.Presenters,3.0,0.0,0.0,0.0,1.0,1.0,0,5.0
grokys_Perspex,Avalonia.Controls.Primitives.PopupPositioning,3.0,1.0,0.0,0.0,0.0,0.0,0,4.0
grokys_Perspex,Avalonia.Controls.Remote,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Controls.Remote.Server,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0
grokys_Perspex,Avalonia.Controls.Shapes,1.0,1.0,1.0,0.0,0.0,0.0,0,3.0
grokys_Perspex,Avalonia.Controls.Templates,2.0,1.0,0.0,0.0,1.0,0.0,0,4.0
grokys_Perspex,Avalonia.Designer.HostApp,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.DesignerSupport,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.DesignerSupport.Remote,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Shared.PlatformSupport,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0
grokys_Perspex,Avalonia.Diagnostics.Models,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Diagnostics.ViewModels,1.0,1.0,0.0,0.0,0.0,0.0,0,2.0
grokys_Perspex,Avalonia.Diagnostics.Views,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0
grokys_Perspex,Avalonia.Dialogs,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0
grokys_Perspex,Avalonia.Direct2D1,3.0,1.0,0.0,0.0,1.0,0.0,0,5.0
grokys_Perspex,Avalonia.Direct2D1.Media,2.0,1.0,0.0,0.0,0.0,0.0,0,3.0
grokys_Perspex,Avalonia.Direct2D1.Media.Imaging,2.0,0.0,0.0,0.0,0.0,0.0,0,2.0
grokys_Perspex,Avalonia.Direct2D1.Utils,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Win32.Interop,0.0,0.0,0.0,2.0,2.0,0.0,0,4.0
grokys_Perspex,Avalonia.RenderHelpers,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.FreeDesktop,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0
grokys_Perspex,Avalonia.FreeDesktop.DBusMenu,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Input,5.0,1.0,0.0,1.0,0.0,3.0,0,10.0
grokys_Perspex,Avalonia.Input.GestureRecognizers,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0
grokys_Perspex,Avalonia.Input.Navigation,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0
grokys_Perspex,Avalonia.Input.Platform,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0
grokys_Perspex,Avalonia.Input.Raw,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0
grokys_Perspex,Avalonia.Interactivity,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Layout,0.0,0.0,0.0,1.0,0.0,2.0,0,3.0
grokys_Perspex,Avalonia.Layout.Utils,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.LinuxFramebuffer,2.0,1.0,0.0,0.0,1.0,0.0,0,4.0
grokys_Perspex,Avalonia.LinuxFramebuffer.Input,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.LinuxFramebuffer.Input.LibInput,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0
grokys_Perspex,Avalonia.LinuxFramebuffer.Output,1.0,1.0,0.0,0.0,0.0,0.0,0,2.0
grokys_Perspex,Avalonia.Logging.Serilog,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Markup.Xaml,2.0,1.0,0.0,0.0,1.0,0.0,0,4.0
grokys_Perspex,Avalonia.Markup.Xaml.Converters,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0
grokys_Perspex,Avalonia.Markup.Xaml.MarkupExtensions,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0
grokys_Perspex,Avalonia.Markup.Xaml.Styling,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Markup.Xaml.Templates,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Markup.Xaml.XamlIl,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0
grokys_Perspex,Avalonia.Markup.Xaml.XamlIl.Runtime,2.0,0.0,0.0,0.0,0.0,0.0,0,2.0
grokys_Perspex,Avalonia.Markup.Data,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Markup.Parsers.Nodes,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Native,1.0,0.0,0.0,1.0,0.0,0.0,0,2.0
grokys_Perspex,Avalonia.OpenGL,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.ReactiveUI,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0
grokys_Perspex,Avalonia.Remote.Protocol,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0
grokys_Perspex,Avalonia.Remote.Protocol.Designer,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Remote.Protocol.Input,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Metsys.Bson,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Metsys.Bson.Configuration,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Remote.Protocol.Viewport,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0
grokys_Perspex,Avalonia.Skia,1.0,1.0,0.0,1.0,0.0,0.0,0,3.0
grokys_Perspex,Avalonia.Skia.Helpers,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.LogicalTree,4.0,1.0,0.0,0.0,0.0,1.0,0,6.0
grokys_Perspex,Avalonia.Styling,3.0,1.0,0.0,1.0,0.0,0.0,0,5.0
grokys_Perspex,Avalonia.Themes.Default,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Media,23.0,1.0,0.0,1.0,0.0,3.0,0,28.0
grokys_Perspex,Avalonia.Media.Fonts,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0
grokys_Perspex,Avalonia.Media.Imaging,4.0,0.0,0.0,0.0,0.0,1.0,0,5.0
grokys_Perspex,Avalonia.Visuals.Media.Imaging,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.Media.Immutable,4.0,1.0,0.0,0.0,1.0,0.0,0,6.0
grokys_Perspex,Avalonia.Visuals.Platform,3.0,0.0,0.0,0.0,0.0,0.0,0,3.0
grokys_Perspex,Avalonia.Rendering,2.0,1.0,0.0,0.0,0.0,1.0,0,4.0
grokys_Perspex,Avalonia.Rendering.SceneGraph,4.0,0.0,0.0,0.0,0.0,0.0,0,4.0
grokys_Perspex,Avalonia.Rendering.Utilities,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Avalonia.VisualTree,4.0,1.0,0.0,0.0,0.0,0.0,0,5.0
grokys_Perspex,Avalonia.Win32,2.0,0.0,0.0,0.0,0.0,0.0,0,2.0
grokys_Perspex,Avalonia.Win32.Input,1.0,1.0,0.0,0.0,0.0,0.0,0,2.0
grokys_Perspex,Avalonia.X11.Glx,2.0,0.0,0.0,0.0,1.0,0.0,0,3.0
grokys_Perspex,Avalonia.X11,3.0,1.0,0.0,1.0,1.0,0.0,0,6.0
grokys_Perspex,Avalonia.X11.NativeDialogs,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,BindingDemo,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,BindingDemo.ViewModels,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0
grokys_Perspex,ControlCatalog.Android,0.0,0.0,1.0,0.0,1.0,0.0,0,2.0
grokys_Perspex,ControlCatalog,3.0,1.0,0.0,0.0,0.0,0.0,0,4.0
grokys_Perspex,ControlCatalog.iOS,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,ControlCatalog.NetCore,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,ControlCatalog.Models,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,ControlCatalog.Pages,2.0,0.0,0.0,1.0,1.0,0.0,0,4.0
grokys_Perspex,ControlCatalog.ViewModels,2.0,1.0,0.0,0.0,1.0,0.0,0,4.0
grokys_Perspex,ControlCatalog.Views,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,PlatformSanityChecks,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,Previewer,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,RemoteDemo,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,RenderDemo,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,RenderDemo.Pages,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0
grokys_Perspex,RenderDemo.ViewModels,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,VirtualizationDemo,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
grokys_Perspex,VirtualizationDemo.ViewModels,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
HangfireIO_Hangfire,Hangfire.AspNetCore,0.0,0.0,0,0.0,0.0,0.0,0,0.0
HangfireIO_Hangfire,Hangfire.Dashboard,8.0,1.0,0,1.0,0.0,1.0,0,11.0
HangfireIO_Hangfire,Hangfire,17.0,1.0,0,1.0,0.0,3.0,0,22.0
HangfireIO_Hangfire,Hangfire.Logging,1.0,1.0,0,0.0,1.0,1.0,0,4.0
HangfireIO_Hangfire,Hangfire.Logging.LogProviders,1.0,0.0,0,0.0,1.0,0.0,0,2.0
HangfireIO_Hangfire,Hangfire.Client,2.0,1.0,0,0.0,1.0,0.0,0,4.0
HangfireIO_Hangfire,Hangfire.Common,6.0,1.0,0,0.0,1.0,0.0,0,8.0
HangfireIO_Hangfire,Hangfire.Common.ExpressionUtil,0.0,0.0,0,0.0,0.0,0.0,0,0.0
HangfireIO_Hangfire,Hangfire.Dashboard.Resources,0.0,0.0,0,0.0,0.0,0.0,0,0.0
HangfireIO_Hangfire,Hangfire.Dashboard.Owin,0.0,0.0,0,0.0,0.0,0.0,0,0.0
HangfireIO_Hangfire,Hangfire.Dashboard.Pages,2.0,0.0,0,0.0,1.0,1.0,0,4.0
HangfireIO_Hangfire,MoreLinq,0.0,0.0,0,0.0,0.0,0.0,0,0.0
HangfireIO_Hangfire,Hangfire.Server,3.0,0.0,0,1.0,0.0,2.0,0,6.0
HangfireIO_Hangfire,Hangfire.States,3.0,1.0,0,0.0,0.0,0.0,0,4.0
HangfireIO_Hangfire,Hangfire.Processing,0.0,0.0,0,0.0,1.0,0.0,0,1.0
HangfireIO_Hangfire,Hangfire.Profiling,0.0,0.0,0,0.0,0.0,0.0,0,0.0
HangfireIO_Hangfire,Hangfire.Annotations,0.0,0.0,0,0.0,1.0,0.0,0,1.0
HangfireIO_Hangfire,Hangfire.Storage,5.0,1.0,0,0.0,1.0,3.0,0,10.0
HangfireIO_Hangfire,Hangfire.Storage.Monitoring,3.0,0.0,0,0.0,1.0,0.0,0,4.0
HangfireIO_Hangfire,Hangfire.SqlServer,0.0,0.0,0,0.0,0.0,0.0,0,0.0
