Index,Repository,Namespace list,Length,Counted
41,NetTopologySuite_NetTopologySuite,'NetTopologySuite.Operation.Buffer' 'NetTopologySuite.Algorithm' 'NetTopologySuite.Mathematics' 'NetTopologySuite.Geometries',4,N
42,NetTopologySuite_NetTopologySuite,'NetTopologySuite.Operation.Distance' 'NetTopologySuite.Geometries',2,N
43,NetTopologySuite_NetTopologySuite,'NetTopologySuite.Operation.Distance' 'NetTopologySuite.Algorithm' 'NetTopologySuite.Geometries',3,N
44,NetTopologySuite_NetTopologySuite,'NetTopologySuite.Operation.Linemerge' 'NetTopologySuite.Geometries',2,N
45,NetTopologySuite_NetTopologySuite,'NetTopologySuite.Operation.Linemerge' 'NetTopologySuite.Planargraph' 'NetTopologySuite.Geometries',3,N
46,NetTopologySuite_NetTopologySuite,'NetTopologySuite.Operation.Overlay' 'NetTopologySuite.Geometries',2,N
47,NetTopologySuite_NetTopologySuite,'NetTopologySuite.Operation.Overlay' 'NetTopologySuite.Algorithm' 'NetTopologySuite.Geometries',3,N
48,NetTopologySuite_NetTopologySuite,'NetTopologySuite.Operation.Overlay' 'NetTopologySuite.Algorithm' 'NetTopologySuite.Geometries' 'NetTopologySuite.Operation.Buffer',4,N
49,NetTopologySuite_NetTopologySuite,'NetTopologySuite.Operation.Overlay.Snap' 'NetTopologySuite.Geometries',2,N
50,NetTopologySuite_NetTopologySuite,'NetTopologySuite.Operation.Overlay.Snap' 'NetTopologySuite.Geometries' 'NetTopologySuite.Operation.Union',3,N
51,NetTopologySuite_NetTopologySuite,'NetTopologySuite.Operation.Predicate' 'NetTopologySuite.Geometries',2,N
52,NetTopologySuite_NetTopologySuite,'NetTopologySuite.Operation.Predicate' 'NetTopologySuite.Geometries.Utilities' 'NetTopologySuite.Geometries',3,N
53,NetTopologySuite_NetTopologySuite,'NetTopologySuite.Operation.Relate' 'NetTopologySuite.Geometries',2,N
54,NetTopologySuite_NetTopologySuite,'NetTopologySuite.Operation.Relate' 'NetTopologySuite.GeometriesGraph' 'NetTopologySuite.Geometries',3,N
55,NetTopologySuite_NetTopologySuite,'NetTopologySuite.Operation.Relate' 'NetTopologySuite.GeometriesGraph' 'NetTopologySuite.Geometries' 'NetTopologySuite.Operation.Valid',4,N
56,NetTopologySuite_NetTopologySuite,'NetTopologySuite.Operation.Union' 'NetTopologySuite.Geometries',2,N
57,NetTopologySuite_NetTopologySuite,'NetTopologySuite.Operation.Union' 'NetTopologySuite.Geometries.Utilities' 'NetTopologySuite.Geometries',3,N
58,NetTopologySuite_NetTopologySuite,'NetTopologySuite.Operation.Valid' 'NetTopologySuite.Geometries',2,N
59,NetTopologySuite_NetTopologySuite,'NetTopologySuite.Operation.Valid' 'NetTopologySuite.GeometriesGraph' 'NetTopologySuite.Geometries',3,N
60,NetTopologySuite_NetTopologySuite,'NetTopologySuite.Operation.Valid' 'NetTopologySuite.GeometriesGraph' 'NetTopologySuite.Utilities' 'NetTopologySuite.Geometries',4,N
61,NetTopologySuite_NetTopologySuite,'NetTopologySuite.Planargraph.Algorithm' 'NetTopologySuite.Planargraph' 'NetTopologySuite.Geometries' 'NetTopologySuite.Operation.Linemerge',4,N
62,NetTopologySuite_NetTopologySuite,'NetTopologySuite.Planargraph.Algorithm' 'NetTopologySuite.Planargraph' 'NetTopologySuite.Algorithm' 'NetTopologySuite.Geometries' 'NetTopologySuite.Operation.Linemerge',5,N
63,NetTopologySuite_NetTopologySuite,'NetTopologySuite.Planargraph' 'NetTopologySuite.Algorithm' 'NetTopologySuite.Geometries' 'NetTopologySuite.Operation.Linemerge',4,N
64,NetTopologySuite_NetTopologySuite,'NetTopologySuite.Precision' 'NetTopologySuite.Geometries' 'NetTopologySuite.Operation.Overlay.Snap',3,N
65,NetTopologySuite_NetTopologySuite,'NetTopologySuite.Precision' 'NetTopologySuite.Utilities' 'NetTopologySuite.Geometries' 'NetTopologySuite.Operation.Overlay.Snap',4,N
66,NetTopologySuite_NetTopologySuite,'NetTopologySuite.Precision' 'NetTopologySuite.Utilities' 'NetTopologySuite.Geometries' 'NetTopologySuite.Operation.Union' 'NetTopologySuite.Operation.Overlay.Snap',5,N
67,NetTopologySuite_NetTopologySuite,'NetTopologySuite.Utilities' 'NetTopologySuite.Geometries',2,N
68,NetTopologySuite_NetTopologySuite,'NetTopologySuite.Utilities' 'NetTopologySuite.Geometries' 'NetTopologySuite.Mathematics',3,N
1,NetTopologySuite_ProjNet4GeoAPI,'ProjNet.CoordinateSystems' 'ProjNet.IO.CoordinateSystems',2,N
2,NetTopologySuite_ProjNet4GeoAPI,'ProjNet.CoordinateSystems' 'ProjNet.IO.CoordinateSystems' 'ProjNet.CoordinateSystems.Transformations',3,N
3,NetTopologySuite_ProjNet4GeoAPI,'ProjNet.CoordinateSystems' 'ProjNet.IO.CoordinateSystems' 'ProjNet.CoordinateSystems.Transformations' 'ProjNet.CoordinateSystems.Projections',4,N
4,NetTopologySuite_ProjNet4GeoAPI,'ProjNet.CoordinateSystems.Projections' 'ProjNet.CoordinateSystems.Transformations',2,N
5,NetTopologySuite_ProjNet4GeoAPI,'ProjNet.CoordinateSystems.Projections' 'ProjNet.CoordinateSystems' 'ProjNet.CoordinateSystems.Transformations',3,N
6,NetTopologySuite_ProjNet4GeoAPI,'ProjNet.CoordinateSystems.Transformations' 'ProjNet.CoordinateSystems',2,N
1,neuecc_UniRx,'UniRx' 'UniRx.InternalUtil',2,N
2,neuecc_UniRx,'UniRx' 'UniRx.Operators' 'UniRx.InternalUtil',3,N
3,neuecc_UniRx,'UniRx.Operators' 'UniRx',2,N
4,neuecc_UniRx,'UniRx.Triggers' 'UniRx',2,N
1,nhibernate_NHibernate-Search,'NHibernate.Search.Attributes' 'NHibernate.Search.Mapping.Definition',2,N
2,nhibernate_NHibernate-Search,'NHibernate.Search.Backend' 'NHibernate.Search.Impl',2,N
3,nhibernate_NHibernate-Search,'NHibernate.Search.Backend' 'NHibernate.Search.Impl' 'NHibernate.Search.Engine',3,N
4,nhibernate_NHibernate-Search,'NHibernate.Search.Backend' 'NHibernate.Search.Impl' 'NHibernate.Search.Util' 'NHibernate.Search.Engine',4,N
5,nhibernate_NHibernate-Search,'NHibernate.Search.Backend' 'NHibernate.Search.Impl' 'NHibernate.Search.Util' 'NHibernate.Search.Engine' 'NHibernate.Search.Store',5,N
6,nhibernate_NHibernate-Search,'NHibernate.Search.Util' 'NHibernate.Search.Engine',2,N
7,nhibernate_NHibernate-Search,'NHibernate.Search.Util' 'NHibernate.Search.Engine' 'NHibernate.Search',3,N
8,nhibernate_NHibernate-Search,'NHibernate.Search.Mapping.AttributeBased' 'NHibernate.Search.Mapping',2,N
9,nhibernate_NHibernate-Search,'NHibernate.Search.Mapping.AttributeBased' 'NHibernate.Search.Engine' 'NHibernate.Search.Mapping',3,N
10,nhibernate_NHibernate-Search,'NHibernate.Search.Mapping' 'NHibernate.Search.Engine',2,N
11,nhibernate_NHibernate-Search,'NHibernate.Search.Mapping' 'NHibernate.Search.Engine' 'NHibernate.Search.Store',3,N
12,nhibernate_NHibernate-Search,'NHibernate.Search.Backend.Impl' 'NHibernate.Search.Backend',2,N
13,nhibernate_NHibernate-Search,'NHibernate.Search.Backend.Impl' 'NHibernate.Search.Impl' 'NHibernate.Search.Backend',3,N
14,nhibernate_NHibernate-Search,'NHibernate.Search.Bridge.Builtin' 'NHibernate.Search.Bridge',2,N
15,nhibernate_NHibernate-Search,'NHibernate.Search.Engine' 'NHibernate.Search',2,N
16,nhibernate_NHibernate-Search,'NHibernate.Search.Engine' 'NHibernate.Search' 'NHibernate.Search.Reader',3,N
17,nhibernate_NHibernate-Search,'NHibernate.Search.Event' 'NHibernate.Search.Engine' 'NHibernate.Search.Util',3,N
18,nhibernate_NHibernate-Search,'NHibernate.Search.Event' 'NHibernate.Search.Backend' 'NHibernate.Search.Impl' 'NHibernate.Search.Util',4,N
19,nhibernate_NHibernate-Search,'NHibernate.Search.Event' 'NHibernate.Search.Backend' 'NHibernate.Search.Impl' 'NHibernate.Search.Engine' 'NHibernate.Search.Util',5,N
20,nhibernate_NHibernate-Search,'NHibernate.Search.Filter' 'NHibernate.Search',2,N
21,nhibernate_NHibernate-Search,'NHibernate.Search.Filter' 'NHibernate.Search' 'NHibernate.Search.Engine',3,N
22,nhibernate_NHibernate-Search,'NHibernate.Search' 'NHibernate.Search.Engine' 'NHibernate.Search.Backend' 'NHibernate.Search.Impl',4,N
23,nhibernate_NHibernate-Search,'NHibernate.Search' 'NHibernate.Search.Engine' 'NHibernate.Search.Backend' 'NHibernate.Search.Impl' 'NHibernate.Search.Mapping',5,N
24,nhibernate_NHibernate-Search,'NHibernate.Search.Query' 'NHibernate.Search',2,N
25,nhibernate_NHibernate-Search,'NHibernate.Search.Query' 'NHibernate.Search' 'NHibernate.Search.Impl',3,N
26,nhibernate_NHibernate-Search,'NHibernate.Search.Backend.Impl.Lucene' 'NHibernate.Search.Backend' 'NHibernate.Search.Backend.Impl',3,N
27,nhibernate_NHibernate-Search,'NHibernate.Search.Backend.Impl.Lucene' 'NHibernate.Search.Engine' 'NHibernate.Search.Backend' 'NHibernate.Search.Backend.Impl',4,N
28,nhibernate_NHibernate-Search,'NHibernate.Search.Reader' 'NHibernate.Search',2,N
29,nhibernate_NHibernate-Search,'NHibernate.Search.Reader' 'NHibernate.Search.Engine' 'NHibernate.Search' 'NHibernate.Search.Impl',4,N
30,nhibernate_NHibernate-Search,'NHibernate.Search.Store' 'NHibernate.Search.Backend',2,N
31,nhibernate_NHibernate-Search,'NHibernate.Search.Store' 'NHibernate.Search.Backend' 'NHibernate.Search.Impl',3,N
32,nhibernate_NHibernate-Search,'NHibernate.Search.Store.Optimization' 'NHibernate.Search.Backend',2,N
33,nhibernate_NHibernate-Search,'NHibernate.Search.Store.Optimization' 'NHibernate.Search.Backend' 'NHibernate.Search.Impl',3,N
1,nhibernate_NHibernate.Spatial,'NHibernate.Spatial.Criterion.Lambda' 'NHibernate.Spatial.Criterion',2,N
2,nhibernate_NHibernate.Spatial,'NHibernate.Spatial.Dialect' 'NHibernate.Spatial.Metadata',2,N
3,nhibernate_NHibernate.Spatial,'NHibernate.Spatial.Linq.Functions' 'NHibernate.Spatial.Dialect',2,N
4,nhibernate_NHibernate.Spatial,'NHibernate.Spatial.Type' 'NHibernate.Spatial.Dialect',2,N
1,nHydrate_nHydrate,'Acme.Northwind.EFDAL' 'Acme.Northwind.EFDAL.Entity',2,N
2,nHydrate_nHydrate,'nHydrate.Generator.Common.EventArgs' 'nHydrate.Generator.Common.GeneratorFramework',2,N
3,nHydrate_nHydrate,'nHydrate.Generator.Common.EventArgs' 'nHydrate.Generator.Common.GeneratorFramework' 'nHydrate.Generator.Common.Util',3,N
4,nHydrate_nHydrate,'nHydrate.Generator.Common.Exceptions' 'nHydrate.Generator.Common.Logging',2,N
5,nHydrate_nHydrate,'nHydrate.Generator.Common.GeneratorFramework' 'nHydrate.Generator.Common.Util',2,N
6,nHydrate_nHydrate,'nHydrate.Generator.Common' 'nHydrate.Generator.Common.GeneratorFramework',2,N
7,nHydrate_nHydrate,'nHydrate.Generator.Common' 'nHydrate.Generator.Common.Util' 'nHydrate.Generator.Common.GeneratorFramework',3,N
8,nHydrate_nHydrate,'nHydrate.Generator.Common' 'nHydrate.Generator.Common.Util' 'nHydrate.Generator.Common.EventArgs' 'nHydrate.Generator.Common.GeneratorFramework',4,N
9,nHydrate_nHydrate,'nHydrate.Generator.Common.Logging' 'nHydrate.Generator.Common.Util' 'nHydrate.Generator.Common.GeneratorFramework',3,N
10,nHydrate_nHydrate,'nHydrate.Generator.Common.Logging' 'nHydrate.Generator.Common.Util' 'nHydrate.Generator.Common.EventArgs' 'nHydrate.Generator.Common.GeneratorFramework',4,N
11,nHydrate_nHydrate,'nHydrate.Generator.Common.Util' 'nHydrate.Generator.Common.EventArgs',2,N
12,nHydrate_nHydrate,'nHydrate.Generator.SQLInstaller.ProjectItemGenerators' 'nHydrate.Generator.SQLInstaller',2,N
13,nHydrate_nHydrate,'nHydrate.Generator.Common.GeneratorFramework' 'nHydrate.Generator',2,N
14,nHydrate_nHydrate,'nHydrate.Generator.Common.GeneratorFramework' 'nHydrate.Generator' 'nHydrate.Generator.Models',3,N
15,nHydrate_nHydrate,'nHydrate.Generator' 'nHydrate.Generator.Models',2,N
16,nHydrate_nHydrate,'nHydrate.Generator.Common.EventArgs' 'nHydrate.Generator.Common.GeneratorFramework',2,N
17,nHydrate_nHydrate,'nHydrate.Generator.Common.EventArgs' 'nHydrate.Generator.Common.GeneratorFramework' 'nHydrate.Generator',3,N
1,NiclasOlofsson_MiNET,'MiNET.BuilderBase' 'MiNET.BuilderBase.Tools',2,N
2,NiclasOlofsson_MiNET,'MiNET.BuilderBase' 'MiNET.BuilderBase.Tools' 'MiNET.BuilderBase.Commands',3,N
3,NiclasOlofsson_MiNET,'MiNET.BuilderBase.Commands' 'MiNET.BuilderBase.Tools',2,N
4,NiclasOlofsson_MiNET,'MiNET' 'MiNET.Items',2,N
5,NiclasOlofsson_MiNET,'MiNET' 'MiNET.Items' 'MiNET.BlockEntities',3,N
6,NiclasOlofsson_MiNET,'MiNET' 'MiNET.Items' 'MiNET.BlockEntities' 'MiNET.Effects',4,N
7,NiclasOlofsson_MiNET,'MiNET' 'MiNET.Items' 'MiNET.BlockEntities' 'MiNET.Effects' 'MiNET.Net',5,N
8,NiclasOlofsson_MiNET,'MiNET.BlockEntities' 'MiNET.Worlds',2,N
9,NiclasOlofsson_MiNET,'MiNET.BlockEntities' 'MiNET.Effects' 'MiNET',3,N
10,NiclasOlofsson_MiNET,'MiNET.Blocks' 'MiNET.Items',2,N
11,NiclasOlofsson_MiNET,'MiNET.Blocks' 'MiNET.Items' 'MiNET',3,N
12,NiclasOlofsson_MiNET,'MiNET.Crafting' 'MiNET.Net',2,N
13,NiclasOlofsson_MiNET,'MiNET.Crafting' 'MiNET.Items' 'MiNET',3,N
14,NiclasOlofsson_MiNET,'MiNET.Crafting' 'MiNET.Items' 'MiNET' 'MiNET.Net',4,N
15,NiclasOlofsson_MiNET,'MiNET.Effects' 'MiNET',2,N
16,NiclasOlofsson_MiNET,'MiNET.Effects' 'MiNET' 'MiNET.Items',3,N
17,NiclasOlofsson_MiNET,'MiNET.Entities' 'MiNET.Worlds',2,N
18,NiclasOlofsson_MiNET,'MiNET.Entities' 'MiNET.Utils' 'MiNET',3,N
19,NiclasOlofsson_MiNET,'MiNET.Entities' 'MiNET.Utils' 'MiNET.Net' 'MiNET',4,N
20,NiclasOlofsson_MiNET,'MiNET.Entities.Behaviors' 'MiNET.Entities',2,N
21,NiclasOlofsson_MiNET,'MiNET.Entities.Behaviors' 'MiNET.Entities' 'MiNET.Entities.Hostile',3,N
22,NiclasOlofsson_MiNET,'MiNET.Entities.Hostile' 'MiNET.Entities',2,N
23,NiclasOlofsson_MiNET,'MiNET.Entities.Hostile' 'MiNET.Entities' 'MiNET.Worlds',3,N
24,NiclasOlofsson_MiNET,'MiNET.Entities.Hostile' 'MiNET.Entities' 'MiNET.Utils' 'MiNET.Worlds',4,N
25,NiclasOlofsson_MiNET,'MiNET.Entities.Hostile' 'MiNET.Entities' 'MiNET.Utils' 'MiNET.Net' 'MiNET.Items',5,N
26,NiclasOlofsson_MiNET,'MiNET.Entities.ImageProviders' 'MiNET.Net' 'MiNET' 'MiNET.Entities.World',4,N
27,NiclasOlofsson_MiNET,'MiNET.Entities.ImageProviders' 'MiNET.Net' 'MiNET.Utils' 'MiNET' 'MiNET.Entities.World',5,N
28,NiclasOlofsson_MiNET,'MiNET.Entities.Passive' 'MiNET.Entities',2,N
29,NiclasOlofsson_MiNET,'MiNET.Entities.Passive' 'MiNET.Entities' 'MiNET.Worlds',3,N
30,NiclasOlofsson_MiNET,'MiNET.Entities.Passive' 'MiNET.Entities' 'MiNET.Utils' 'MiNET',4,N
31,NiclasOlofsson_MiNET,'MiNET.Entities.Passive' 'MiNET.Entities' 'MiNET.Utils' 'MiNET.Net' 'MiNET',5,N
32,NiclasOlofsson_MiNET,'MiNET.Entities.Projectiles' 'MiNET',2,N
33,NiclasOlofsson_MiNET,'MiNET.Entities.Projectiles' 'MiNET' 'MiNET.Items',3,N
34,NiclasOlofsson_MiNET,'MiNET.Entities.Vehicles' 'MiNET.Items',2,N
35,NiclasOlofsson_MiNET,'MiNET.Entities.Vehicles' 'MiNET' 'MiNET.Items',3,N
36,NiclasOlofsson_MiNET,'MiNET.Entities.Vehicles' 'MiNET' 'MiNET.Entities' 'MiNET.Items',4,N
37,NiclasOlofsson_MiNET,'MiNET.Entities.World' 'MiNET',2,N
38,NiclasOlofsson_MiNET,'MiNET.Entities.World' 'MiNET' 'MiNET.Items',3,N
39,NiclasOlofsson_MiNET,'MiNET.Items' 'MiNET' 'MiNET.Entities',3,N
40,NiclasOlofsson_MiNET,'MiNET.Net' 'MiNET.Utils',2,N
41,NiclasOlofsson_MiNET,'MiNET.Net' 'MiNET.Utils' 'MiNET',3,N
42,NiclasOlofsson_MiNET,'MiNET.Net' 'MiNET.Utils' 'MiNET' 'MiNET.Items',4,N
43,NiclasOlofsson_MiNET,'MiNET.Particles' 'MiNET.Blocks',2,N
44,NiclasOlofsson_MiNET,'MiNET.Particles' 'MiNET.Worlds' 'MiNET',3,N
45,NiclasOlofsson_MiNET,'MiNET.Particles' 'MiNET.Worlds' 'MiNET.Utils' 'MiNET',4,N
46,NiclasOlofsson_MiNET,'MiNET.Particles' 'MiNET.Worlds' 'MiNET.Utils' 'MiNET.Net' 'MiNET',5,N
47,NiclasOlofsson_MiNET,'MiNET.Plugins.Attributes' 'MiNET.Net' 'MiNET' 'MiNET.Plugins',4,N
48,NiclasOlofsson_MiNET,'MiNET.Plugins.Attributes' 'MiNET.Net' 'MiNET.Utils' 'MiNET' 'MiNET.Plugins',5,N
49,NiclasOlofsson_MiNET,'MiNET.Plugins' 'MiNET',2,N
50,NiclasOlofsson_MiNET,'MiNET.Plugins' 'MiNET.Entities' 'MiNET',3,N
51,NiclasOlofsson_MiNET,'MiNET.Sounds' 'MiNET.Worlds',2,N
52,NiclasOlofsson_MiNET,'MiNET.Sounds' 'MiNET' 'MiNET.Worlds',3,N
53,NiclasOlofsson_MiNET,'MiNET.Sounds' 'MiNET' 'MiNET.Items' 'MiNET.Worlds',4,N
54,NiclasOlofsson_MiNET,'MiNET.UI' 'MiNET',2,N
55,NiclasOlofsson_MiNET,'MiNET.Utils.Diagnostics' 'MiNET.Utils' 'MiNET.Worlds',3,N
56,NiclasOlofsson_MiNET,'MiNET.Utils.Diagnostics' 'MiNET.Utils' 'MiNET' 'MiNET.Worlds',4,N
57,NiclasOlofsson_MiNET,'MiNET.Worlds' 'MiNET.Utils',2,N
58,NiclasOlofsson_MiNET,'MiNET.Worlds' 'MiNET.Utils' 'MiNET',3,N
59,NiclasOlofsson_MiNET,'MiNET.Worlds.Structures' 'MiNET.Worlds',2,N
60,NiclasOlofsson_MiNET,'MiNET.Worlds.Structures' 'MiNET.Blocks' 'MiNET.Worlds',3,N
61,NiclasOlofsson_MiNET,'MiNET.Worlds.Structures' 'MiNET.Blocks' 'MiNET.Items' 'MiNET.Worlds',4,N
62,NiclasOlofsson_MiNET,'MiNET.Worlds.Structures' 'MiNET.Blocks' 'MiNET.Items' 'MiNET' 'MiNET.Worlds',5,N
1,NicolasDorier_NBitcoin,'NBitcoin.Altcoins' 'NBitcoin.Altcoins.Elements',2,N
2,NicolasDorier_NBitcoin,'NBitcoin.Altcoins.HashX11' 'NBitcoin.Altcoins.HashX11.Crypto.SHA3',2,N
3,NicolasDorier_NBitcoin,'NBitcoin.Altcoins.HashX11.Crypto.SHA3.Custom' 'NBitcoin.Altcoins.HashX11',2,N
4,NicolasDorier_NBitcoin,'NBitcoin' 'NBitcoin.Crypto',2,N
5,NicolasDorier_NBitcoin,'NBitcoin' 'NBitcoin.Crypto' 'NBitcoin.BouncyCastle.Crypto.Digests',3,N
6,NicolasDorier_NBitcoin,'NBitcoin.BouncyCastle.Crypto.Digests' 'NBitcoin' 'NBitcoin.DataEncoders' 'NBitcoin.Crypto',4,N
7,NicolasDorier_NBitcoin,'NBitcoin.BouncyCastle.Math' 'NBitcoin.BouncyCastle.Utilities',2,N
8,NicolasDorier_NBitcoin,'NBitcoin.BouncyCastle.Math.EC.Abc' 'NBitcoin.BouncyCastle.Math.EC',2,N
9,NicolasDorier_NBitcoin,'NBitcoin.BouncyCastle.Math.EC.Abc' 'NBitcoin.BouncyCastle.Math.EC' 'NBitcoin.BouncyCastle.Math.EC.Multiplier',3,N
10,NicolasDorier_NBitcoin,'NBitcoin.BouncyCastle.Math.EC' 'NBitcoin.BouncyCastle.Math.EC.Endo',2,N
11,NicolasDorier_NBitcoin,'NBitcoin.BouncyCastle.Math.EC' 'NBitcoin.BouncyCastle.Math.EC.Multiplier' 'NBitcoin.BouncyCastle.Math.EC.Endo',3,N
12,NicolasDorier_NBitcoin,'NBitcoin.BouncyCastle.Math.EC.Multiplier' 'NBitcoin.BouncyCastle.Math.EC',2,N
13,NicolasDorier_NBitcoin,'NBitcoin.BuilderExtensions' 'NBitcoin',2,N
14,NicolasDorier_NBitcoin,'NBitcoin.BuilderExtensions' 'NBitcoin.DataEncoders' 'NBitcoin',3,N
15,NicolasDorier_NBitcoin,'NBitcoin.DataEncoders' 'NBitcoin',2,N
16,NicolasDorier_NBitcoin,'NBitcoin.DataEncoders' 'NBitcoin' 'NBitcoin.Crypto',3,N
17,NicolasDorier_NBitcoin,'NBitcoin.OpenAsset' 'NBitcoin',2,N
18,NicolasDorier_NBitcoin,'NBitcoin.OpenAsset' 'NBitcoin.DataEncoders' 'NBitcoin',3,N
19,NicolasDorier_NBitcoin,'NBitcoin.Policy' 'NBitcoin',2,N
20,NicolasDorier_NBitcoin,'NBitcoin.Protocol' 'NBitcoin',2,N
21,NicolasDorier_NBitcoin,'NBitcoin.Protocol' 'NBitcoin' 'NBitcoin.RPC',3,N
22,NicolasDorier_NBitcoin,'NBitcoin.Protocol.Behaviors' 'NBitcoin.Protocol',2,N
23,NicolasDorier_NBitcoin,'NBitcoin.Protocol.Behaviors' 'NBitcoin' 'NBitcoin.Protocol',3,N
24,NicolasDorier_NBitcoin,'NBitcoin.Protocol.Behaviors' 'NBitcoin' 'NBitcoin.Protocol' 'NBitcoin.Protocol.Connectors',4,N
25,NicolasDorier_NBitcoin,'NBitcoin.Protocol.Connectors' 'NBitcoin.Protocol',2,N
26,NicolasDorier_NBitcoin,'NBitcoin.Protocol.Connectors' 'NBitcoin.Protocol.Behaviors' 'NBitcoin.Protocol',3,N
27,NicolasDorier_NBitcoin,'NBitcoin.Protocol.Filters' 'NBitcoin.Protocol',2,N
28,NicolasDorier_NBitcoin,'NBitcoin.Protocol.Filters' 'NBitcoin' 'NBitcoin.Protocol',3,N
29,NicolasDorier_NBitcoin,'NBitcoin.Protocol.Payloads' 'NBitcoin' 'NBitcoin.RPC',3,N
30,NicolasDorier_NBitcoin,'NBitcoin.Protocol.Payloads' 'NBitcoin.Protocol' 'NBitcoin' 'NBitcoin.RPC',4,N
31,NicolasDorier_NBitcoin,'NBitcoin.RPC' 'NBitcoin',2,N
32,NicolasDorier_NBitcoin,'NBitcoin.RPC' 'NBitcoin.DataEncoders' 'NBitcoin',3,N
33,NicolasDorier_NBitcoin,'NBitcoin.Scripting' 'NBitcoin.Scripting.Parser',2,N
34,NicolasDorier_NBitcoin,'NBitcoin.Stealth' 'NBitcoin',2,N
35,NicolasDorier_NBitcoin,'NBitcoin.Stealth' 'NBitcoin.Crypto' 'NBitcoin',3,N
1,NicoVermeir_XamlStyler,'XamlStyler.Core.DocumentManipulation' 'XamlStyler.Core.Options',2,N
1,nodatime_nodatime,'NodaTime' 'NodaTime.Utility',2,N
2,nodatime_nodatime,'NodaTime' 'JetBrains.Annotations' 'NodaTime.Utility',3,N
3,nodatime_nodatime,'JetBrains.Annotations' 'NodaTime.Utility',2,N
4,nodatime_nodatime,'NodaTime.Calendars' 'NodaTime',2,N
5,nodatime_nodatime,'NodaTime.Calendars' 'NodaTime' 'NodaTime.Text',3,N
6,nodatime_nodatime,'NodaTime.Fields' 'NodaTime',2,N
7,nodatime_nodatime,'NodaTime.Fields' 'NodaTime.Calendars' 'NodaTime',3,N
8,nodatime_nodatime,'NodaTime.Globalization' 'NodaTime.Text',2,N
9,nodatime_nodatime,'NodaTime.Globalization' 'NodaTime' 'NodaTime.Text',3,N
10,nodatime_nodatime,'NodaTime.Globalization' 'NodaTime' 'NodaTime.Text' 'NodaTime.Text.Patterns',4,N
11,nodatime_nodatime,'NodaTime.Text' 'NodaTime',2,N
12,nodatime_nodatime,'NodaTime.Text' 'NodaTime' 'NodaTime.TimeZones',3,N
13,nodatime_nodatime,'NodaTime.Text.Patterns' 'NodaTime.Globalization',2,N
14,nodatime_nodatime,'NodaTime.Text.Patterns' 'NodaTime' 'NodaTime.Text',3,N
15,nodatime_nodatime,'NodaTime.TimeZones' 'NodaTime',2,N
16,nodatime_nodatime,'NodaTime.TimeZones.Cldr' 'NodaTime.TimeZones.IO',2,N
17,nodatime_nodatime,'NodaTime.TimeZones.Cldr' 'NodaTime.TimeZones.IO' 'NodaTime.TimeZones',3,N
18,nodatime_nodatime,'NodaTime.TimeZones.Cldr' 'NodaTime.TimeZones.IO' 'NodaTime' 'NodaTime.TimeZones',4,N
19,nodatime_nodatime,'NodaTime.TimeZones.Cldr' 'NodaTime.TimeZones.IO' 'NodaTime' 'NodaTime.Text' 'NodaTime.TimeZones',5,N
20,nodatime_nodatime,'NodaTime.TimeZones.IO' 'NodaTime.TimeZones',2,N
21,nodatime_nodatime,'NodaTime.TimeZones.IO' 'NodaTime' 'NodaTime.TimeZones',3,N
22,nodatime_nodatime,'NodaTime.TimeZones.IO' 'NodaTime' 'NodaTime.Text' 'NodaTime.TimeZones',4,N
1,NServiceKit_NServiceKit.Redis,'NServiceKit.Redis' 'NServiceKit.Redis.Generic',2,N
2,NServiceKit_NServiceKit.Redis,'NServiceKit.Redis' 'NServiceKit.Redis.Generic' 'NServiceKit.Redis.Pipeline',3,N
3,NServiceKit_NServiceKit.Redis,'NServiceKit.Redis.Pipeline' 'NServiceKit.Redis',2,N
4,NServiceKit_NServiceKit.Redis,'NServiceKit.Redis.Support' 'NServiceKit.Redis.Support.Locking' 'NServiceKit.Redis',3,N
1,ntent-ad_kafka4net,'kafka4net' 'kafka4net.Metadata',2,N
2,ntent-ad_kafka4net,'kafka4net' 'kafka4net.ConsumerImpl' 'kafka4net.Internal',3,N
3,ntent-ad_kafka4net,'kafka4net' 'kafka4net.ConsumerImpl' 'kafka4net.Internal' 'kafka4net.Metadata',4,N
4,ntent-ad_kafka4net,'kafka4net' 'kafka4net.ConsumerImpl' 'kafka4net.Internal' 'kafka4net.Protocols' 'kafka4net.Utils',5,N
5,ntent-ad_kafka4net,'kafka4net.Compression' 'kafka4net.Utils' 'kafka4net' 'kafka4net.Protocols',4,N
6,ntent-ad_kafka4net,'kafka4net.Compression' 'kafka4net.Utils' 'kafka4net' 'kafka4net.ConsumerImpl' 'kafka4net.Protocols',5,N
7,ntent-ad_kafka4net,'kafka4net.ConsumerImpl' 'kafka4net',2,N
8,ntent-ad_kafka4net,'kafka4net.Internal' 'kafka4net',2,N
9,ntent-ad_kafka4net,'kafka4net.Metadata' 'kafka4net' 'kafka4net.ConsumerImpl',3,N
10,ntent-ad_kafka4net,'kafka4net.Protocols' 'kafka4net',2,N
11,ntent-ad_kafka4net,'kafka4net.Protocols' 'kafka4net' 'kafka4net.ConsumerImpl',3,N
12,ntent-ad_kafka4net,'kafka4net.Protocols.Requests' 'kafka4net.Metadata' 'kafka4net',3,N
