Project Name,Package Name,Cyclic Dependency,Unstable Dependency,Ambiguous Interface,God Component,Feature Concentration,Scattered Functionality,Dense Structure,Total Architecture Smells
esigate_esigate,org.esigate.extension.surrogate,4,0,0,0,0,0,1,5
esigate_esigate,org.esigate.extension.surrogate.http,0,0,0,0,0,0,1,1
esigate_esigate,org.esigate.http,14,1,0,0,1,2,1,19
esigate_esigate,org.esigate.http.cookie,1,0,0,0,0,0,1,2
esigate_esigate,org.esigate.impl,7,0,0,0,1,0,1,9
esigate_esigate,org.esigate.parser,0,0,0,0,1,1,1,3
esigate_esigate,org.esigate.parser.future,0,0,0,0,1,1,1,3
esigate_esigate,org.esigate.renderers,2,0,0,0,0,0,1,3
esigate_esigate,org.esigate.tags,0,0,0,0,1,0,1,2
esigate_esigate,org.esigate.url,3,0,0,0,1,1,1,6
esigate_esigate,org.esigate.util,7,1,0,0,0,0,1,9
esigate_esigate,org.esigate.vars,2,0,0,0,1,2,1,6
esigate_esigate,org.esigate.xml,0,0,0,0,1,0,1,2
esigate_esigate,org.esigate.resource,0,0,0,0,0,1,1,2
esigate_esigate,org.esigate.server,0,0,0,0,0,0,1,1
esigate_esigate,org.esigate.server.metrics,0,0,0,0,0,0,1,1
esigate_esigate,org.esigate.servlet,0,0,0,0,1,0,1,2
esigate_esigate,org.esigate.servlet.impl,0,0,0,0,1,0,1,2
esigate_esigate,org.esigate.servlet.user,0,0,0,0,0,0,1,1
EsmerilProgramming_cloverx,org.esmerilprogramming.overtownacceptance.main,0,0,0,0,0,0,0,0
EsmerilProgramming_cloverx,org.esmerilprogramming.overtownacceptance.withappcontext.controllers,0,0,0,0,0,0,0,0
EsmerilProgramming_cloverx,org.esmerilprogramming.overtownacceptance,0,0,0,0,0,0,0,0
EsmerilProgramming_cloverx,br.esmerilprogramming,0,0,0,0,0,0,0,0
EsmerilProgramming_cloverx,br.esmerilprogramming.controller,0,0,0,0,0,0,0,0
EsmerilProgramming_cloverx,br.esmerilprogramming.model,0,0,0,0,0,0,0,0
EsmerilProgramming_cloverx,org.esmerilprogramming.overtown.annotation.session,0,0,0,0,0,0,0,0
EsmerilProgramming_cloverx,org.esmerilprogramming.overtown.http.converter,1,0,0,0,0,0,0,1
EsmerilProgramming_cloverx,org.esmerilprogramming.overtown.http,1,1,0,0,1,0,0,3
EsmerilProgramming_cloverx,org.esmerilprogramming.overtown.http.exception,0,0,0,0,0,0,0,0
EsmerilProgramming_cloverx,org.esmerilprogramming.overtown.management,0,0,0,0,0,0,0,0
EsmerilProgramming_cloverx,org.esmerilprogramming.overtown.management.model,0,0,0,0,0,0,0,0
EsmerilProgramming_cloverx,org.esmerilprogramming.overtown.scanner,0,0,0,0,1,0,0,1
EsmerilProgramming_cloverx,org.esmerilprogramming.overtown.scanner.exception,0,0,0,0,0,0,0,0
EsmerilProgramming_cloverx,org.esmerilprogramming.overtown.server,0,0,0,0,1,0,0,1
EsmerilProgramming_cloverx,org.esmerilprogramming.overtown.server.exception,0,0,0,0,0,0,0,0
EsmerilProgramming_cloverx,org.esmerilprogramming.overtown.server.handlers,0,0,0,0,1,0,0,1
EsmerilProgramming_cloverx,org.esmerilprogramming.overtown.server.handlers.exception,0,0,0,0,0,0,0,0
EsmerilProgramming_cloverx,org.esmerilprogramming.overtown.server.injection,0,0,0,0,0,0,0,0
EsmerilProgramming_cloverx,org.esmerilprogramming.overtown.server.mounters,0,0,0,0,0,0,0,0
EsmerilProgramming_cloverx,org.esmerilprogramming.overtown.view,0,0,0,0,0,0,0,0
EsmerilProgramming_cloverx,org.esmerilprogramming.overtown.server.handlers.helpers,0,0,0,0,0,0,0,0
EsmerilProgramming_cloverx,org.esmerilprogramming.overtown.server.mounters.helpers,0,0,0,0,0,0,0,0
ethereum_ethereumj,org.ethereum.cli,2,0,0,0,0,0,1,3
ethereum_ethereumj,org.ethereum,5,0,0,0,0,0,1,6
ethereum_ethereumj,org.ethereum.config.blockchain,0,0,0,0,0,0,1,1
ethereum_ethereumj,org.ethereum.config,76,1,0,0,0,0,1,78
ethereum_ethereumj,org.ethereum.config.net,3,1,0,0,0,0,1,5
ethereum_ethereumj,org.ethereum.core,60,1,0,1,0,0,1,63
ethereum_ethereumj,org.ethereum.core.genesis,3,0,0,0,1,0,1,5
ethereum_ethereumj,org.ethereum.crypto.cryptohash,0,0,0,0,0,0,1,1
ethereum_ethereumj,org.ethereum.crypto,17,1,0,0,0,0,1,19
ethereum_ethereumj,org.ethereum.crypto.jce,0,0,0,0,1,0,1,2
ethereum_ethereumj,org.ethereum.crypto.zksnark,0,0,0,0,0,0,1,1
ethereum_ethereumj,org.ethereum.datasource,16,1,0,1,0,0,1,19
ethereum_ethereumj,org.ethereum.datasource.inmem,4,1,0,0,0,0,1,6
ethereum_ethereumj,org.ethereum.datasource.leveldb,4,0,0,0,0,0,1,5
ethereum_ethereumj,org.ethereum.datasource.rocksdb,4,0,0,0,0,0,1,5
ethereum_ethereumj,org.ethereum.db,60,1,0,0,1,0,1,63
ethereum_ethereumj,org.ethereum.db.index,0,0,0,0,0,0,1,1
ethereum_ethereumj,org.ethereum.db.migrate,3,0,0,0,0,0,1,4
ethereum_ethereumj,org.ethereum.db.prune,3,0,0,0,0,0,1,4
ethereum_ethereumj,org.ethereum.facade,9,1,0,0,1,0,1,12
ethereum_ethereumj,org.ethereum.json,0,0,0,0,0,0,1,1
ethereum_ethereumj,org.ethereum.listener,17,1,0,0,0,0,1,19
ethereum_ethereumj,org.ethereum.manager,8,1,0,0,1,0,1,11
ethereum_ethereumj,org.ethereum.mine,3,1,0,1,0,0,1,6
ethereum_ethereumj,org.ethereum.net.client,4,1,0,0,0,0,1,6
ethereum_ethereumj,org.ethereum.net.dht,0,0,0,0,0,0,1,1
ethereum_ethereumj,org.ethereum.net.eth,0,0,0,0,0,0,1,1
ethereum_ethereumj,org.ethereum.net.eth.handler,6,1,0,0,0,0,1,8
ethereum_ethereumj,org.ethereum.net.eth.message,3,0,0,0,0,0,1,4
ethereum_ethereumj,org.ethereum.net.message,3,1,0,0,0,0,1,5
ethereum_ethereumj,org.ethereum.net,9,0,0,0,1,0,1,11
ethereum_ethereumj,org.ethereum.net.p2p,7,1,0,0,0,0,1,9
ethereum_ethereumj,org.ethereum.net.rlpx,16,1,0,1,0,0,1,19
ethereum_ethereumj,org.ethereum.net.rlpx.discover,3,1,0,0,0,0,1,5
ethereum_ethereumj,org.ethereum.net.rlpx.discover.table,5,1,0,0,0,0,1,7
ethereum_ethereumj,org.ethereum.net.server,14,1,0,0,0,0,1,16
ethereum_ethereumj,org.ethereum.net.shh,4,1,0,0,0,0,1,6
ethereum_ethereumj,org.ethereum.net.submit,3,0,0,0,0,0,1,4
ethereum_ethereumj,org.ethereum.net.swarm.bzz,6,1,0,0,0,0,1,8
ethereum_ethereumj,org.ethereum.net.swarm,7,1,0,1,0,0,1,10
ethereum_ethereumj,org.ethereum.solidity,4,0,0,0,0,0,1,5
ethereum_ethereumj,org.ethereum.solidity.compiler,3,1,0,0,1,0,1,6
ethereum_ethereumj,org.ethereum.sync,16,0,0,1,0,0,1,18
ethereum_ethereumj,org.ethereum.trie,4,1,0,0,0,0,1,6
ethereum_ethereumj,org.ethereum.util,29,1,0,1,1,0,1,33
ethereum_ethereumj,org.ethereum.util.blockchain,6,1,0,0,0,0,1,8
ethereum_ethereumj,org.ethereum.validator,6,1,0,0,0,0,1,8
ethereum_ethereumj,org.ethereum.vm,20,1,0,1,0,0,1,23
ethereum_ethereumj,org.ethereum.vm.hook,4,1,0,0,0,0,1,6
ethereum_ethereumj,org.ethereum.vm.program,14,1,0,0,0,0,1,16
ethereum_ethereumj,org.ethereum.vm.program.invoke,3,1,0,0,0,0,1,5
ethereum_ethereumj,org.ethereum.vm.program.listener,3,1,0,0,0,0,1,5
ethereum_ethereumj,org.ethereum.vm.trace,3,0,0,0,1,0,1,5
ethereum_ethereumj,org.ethereum.log,0,0,0,0,0,0,1,1
ethereum_ethereumj,org.ethereum.longrun,0,0,0,0,0,0,1,1
ethereum_ethereumj,org.ethereum.net.wire,0,0,0,0,0,0,1,1
ethereum_ethereumj,org.ethereum.tck,0,0,0,0,0,0,1,1
etsy_statsd-jvm-profiler,com.etsy.statsd.profiler,1,0,0,0,0,0,0,1
etsy_statsd-jvm-profiler,com.etsy.statsd.profiler.profilers,0,0,0,0,1,0,0,1
etsy_statsd-jvm-profiler,com.etsy.statsd.profiler.reporter,1,0,0,0,1,0,0,2
etsy_statsd-jvm-profiler,com.etsy.statsd.profiler.server,0,0,0,0,0,0,0,0
etsy_statsd-jvm-profiler,com.etsy.statsd.profiler.util,1,1,0,0,1,0,0,3
etsy_statsd-jvm-profiler,com.etsy.statsd.profiler.worker,0,0,0,0,1,0,0,1
etsy_statsd-jvm-profiler,com.etsy.statsd.profiler.reporter.mock,0,0,0,0,0,0,0,0
EugeneKay_subsonic,org.json,0,0,0,0,0,0,1,1
EugeneKay_subsonic,org.libresonic.player.ajax,6,0,0,0,1,0,1,8
EugeneKay_subsonic,org.libresonic.player.boot,0,0,0,0,0,0,1,1
EugeneKay_subsonic,org.libresonic.player.cache,0,0,0,0,0,0,1,1
EugeneKay_subsonic,org.libresonic.player.command,1,0,0,0,1,0,1,3
EugeneKay_subsonic,org.libresonic.player.controller,14,1,0,1,1,0,1,18
EugeneKay_subsonic,org.libresonic.player.dao,5,0,0,1,1,0,1,8
EugeneKay_subsonic,org.libresonic.player.domain,8,1,0,1,1,0,1,12
EugeneKay_subsonic,org.libresonic.player.filter,0,1,0,0,1,0,1,3
EugeneKay_subsonic,org.libresonic.player.i18n,2,0,0,0,0,0,1,3
EugeneKay_subsonic,org.libresonic.player.io,4,0,0,0,1,0,1,6
EugeneKay_subsonic,org.libresonic.player,21,1,0,0,0,0,1,23
EugeneKay_subsonic,org.libresonic.player.monitor,0,0,0,0,0,0,1,1
EugeneKay_subsonic,org.libresonic.player.security,0,0,0,0,0,0,1,1
EugeneKay_subsonic,org.libresonic.player.service,26,1,0,1,0,0,1,29
EugeneKay_subsonic,org.libresonic.player.service.jukebox,1,0,0,0,0,0,1,2
EugeneKay_subsonic,org.libresonic.player.service.metadata,4,0,0,0,1,0,1,6
EugeneKay_subsonic,org.libresonic.player.service.sonos,6,1,0,0,1,0,1,9
EugeneKay_subsonic,org.libresonic.player.service.upnp,2,0,0,0,1,0,1,4
EugeneKay_subsonic,org.libresonic.player.spring,0,0,0,0,1,0,1,2
EugeneKay_subsonic,org.libresonic.player.taglib,0,0,0,0,1,0,1,2
EugeneKay_subsonic,org.libresonic.player.theme,0,0,0,0,0,0,1,1
EugeneKay_subsonic,org.libresonic.player.upload,0,0,0,0,0,0,1,1
EugeneKay_subsonic,org.libresonic.player.util,4,0,0,0,1,0,1,6
EugeneKay_subsonic,org.libresonic.player.validator,2,0,0,0,0,0,1,3
EugeneKay_subsonic,org.libresonic.restapi,0,0,0,1,0,0,1,2
EugeneKay_subsonic,com.sonos.services._1,0,0,0,1,0,0,1,2
EugeneKay_subsonic,com.sonos.services._1_1,0,0,0,0,0,0,1,1
Evil-Co_NBT-Lib,com.evilco.mc.nbt.error,0,0,0,0,0,0,0,0
Evil-Co_NBT-Lib,com.evilco.mc.nbt.stream,0,0,0,0,0,0,0,0
Evil-Co_NBT-Lib,com.evilco.mc.nbt.tag,0,0,0,0,1,0,0,1
Evil-Co_NBT-Lib,(default package),0,0,0,0,0,0,0,0
evrythng_evrythng-java-sdk,com.evrythng.commons.domain,0,1,0,0,0,0,0,1
evrythng_evrythng-java-sdk,com.evrythng.commons,0,0,0,0,1,0,0,1
evrythng_evrythng-java-sdk,com.evrythng.commons.pagination,0,0,0,0,0,0,0,0
evrythng_evrythng-java-sdk,com.evrythng.commons.validation,0,0,0,0,0,0,0,0
evrythng_evrythng-java-sdk,com.evrythng.commons.validation.preconditions,0,0,0,0,0,0,0,0
evrythng_evrythng-java-sdk,com.evrythng.api.wrapper.param,0,0,0,0,0,0,0,0
evrythng_evrythng-java-sdk,com.evrythng.java.wrapper,0,0,0,0,0,1,0,1
evrythng_evrythng-java-sdk,com.evrythng.java.wrapper.core.api,0,0,0,0,1,0,0,1
evrythng_evrythng-java-sdk,com.evrythng.java.wrapper.core.api.param,0,0,0,0,1,0,0,1
evrythng_evrythng-java-sdk,com.evrythng.java.wrapper.core,0,0,0,0,1,1,0,2
evrythng_evrythng-java-sdk,com.evrythng.java.wrapper.core.http,0,0,0,0,0,0,0,0
evrythng_evrythng-java-sdk,com.evrythng.java.wrapper.examples,0,0,0,0,1,1,0,2
evrythng_evrythng-java-sdk,com.evrythng.java.wrapper.exception,1,0,0,0,0,0,0,1
evrythng_evrythng-java-sdk,com.evrythng.java.wrapper.mapping,0,0,0,0,1,0,0,1
evrythng_evrythng-java-sdk,com.evrythng.java.wrapper.service,0,0,0,0,1,1,0,2
evrythng_evrythng-java-sdk,com.evrythng.java.wrapper.util,1,1,0,0,1,0,0,3
evrythng_evrythng-java-sdk,com.evrythng.thng.commons.config,0,0,0,0,0,0,0,0
evrythng_evrythng-java-sdk,com.evrythng.thng.resource.model.access,0,0,0,0,0,0,0,0
evrythng_evrythng-java-sdk,com.evrythng.thng.resource.model.core,0,0,0,0,1,1,0,2
evrythng_evrythng-java-sdk,com.evrythng.thng.resource.model.exception,0,0,0,0,0,0,0,0
evrythng_evrythng-java-sdk,com.evrythng.thng.resource.model.li,0,0,0,0,0,0,0,0
evrythng_evrythng-java-sdk,com.evrythng.thng.resource.model.store,1,1,0,1,1,1,0,5
evrythng_evrythng-java-sdk,com.evrythng.thng.resource.model.store.action,0,1,0,0,1,0,0,2
evrythng_evrythng-java-sdk,com.evrythng.thng.resource.model.store.action.jobs.creation,0,0,0,0,0,0,0,0
evrythng_evrythng-java-sdk,com.evrythng.thng.resource.model.store.content,0,0,0,0,0,0,0,0
evrythng_evrythng-java-sdk,com.evrythng.thng.resource.model.store.geojson,1,0,0,0,0,0,0,1
evrythng_evrythng-java-sdk,com.evrythng.thng.resource.model.store.jobs,0,0,0,0,1,0,0,1
evrythng_evrythng-java-sdk,com.evrythng.thng.resource.model.store.rule.reaction,0,0,0,0,0,0,0,0
evrythng_evrythng-java-sdk,com.evrythng.thng.resource.model.store.security.passwords,0,0,0,0,0,0,0,0
evrythng_evrythng-java-sdk,com.evrythng.thng.resource.model.utils,0,0,0,0,0,0,0,0
ExactTarget_fuel-java,com.exacttarget.fuelsdk,0,0,0,1,0,0,0,1
ExactTarget_fuel-java,com.exacttarget.fuelsdk.internal,0,0,0,2,0,0,0,2
eXparity_hamcrest-date,org.exparity.hamcrest.date.core.function,0,0,0,0,1,0,0,1
eXparity_hamcrest-date,org.exparity.hamcrest.date.core,1,0,0,1,1,0,0,3
eXparity_hamcrest-date,org.exparity.hamcrest.date.core.types,0,0,0,0,1,0,0,1
eXparity_hamcrest-date,org.exparity.hamcrest.date,1,1,0,0,1,0,0,3
expercise_expercise,com.expercise,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.configuration.redis,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.configuration,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.controller,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.controller.caching,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.controller.challenge,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.controller.challenge.management,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.controller.challenge.model,0,0,0,0,1,0,0,1
expercise_expercise,com.expercise.controller.error,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.controller.leaderboard,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.controller.user,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.controller.user.management,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.controller.user.model,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.controller.utils,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.domain,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.domain.challenge,0,1,0,0,1,1,0,3
expercise_expercise,com.expercise.domain.quote,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.domain.token,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.domain.user,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.enums,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.exception,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.interceptor,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.interpreter,1,0,0,0,1,4,0,6
expercise_expercise,com.expercise.interpreter.javascript,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.repository,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.repository.challenge,0,0,0,0,1,0,0,1
expercise_expercise,com.expercise.repository.quote,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.repository.user,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.service.cache,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.service.challenge.action.postaction,0,0,0,0,1,3,0,4
expercise_expercise,com.expercise.service.challenge.action,0,0,0,0,1,0,0,1
expercise_expercise,com.expercise.service.challenge,0,0,0,0,1,2,0,3
expercise_expercise,com.expercise.service.challenge.model,1,1,0,0,0,3,0,5
expercise_expercise,com.expercise.service.configuration,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.service.email,0,0,0,0,1,0,0,1
expercise_expercise,com.expercise.service.email.model,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.service.i18n,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.service.language,0,0,0,0,1,0,0,1
expercise_expercise,com.expercise.service.notification,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.service.quote,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.service.user,0,0,0,0,1,2,0,3
expercise_expercise,com.expercise.service.util,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.utils.caching,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.utils,0,0,0,0,1,0,0,1
expercise_expercise,com.expercise.utils.collection,0,0,0,0,0,0,0,0
expercise_expercise,com.expercise.utils.validation,0,0,0,0,0,0,0,0
extjwnl_extjwnl,net.sf.extjwnl.data,6,1,0,1,1,7,0,16
extjwnl_extjwnl,net.sf.extjwnl.data.list,3,1,0,0,0,3,0,7
extjwnl_extjwnl,net.sf.extjwnl.data.relationship,4,0,0,0,0,3,0,7
extjwnl_extjwnl,net.sf.extjwnl.dictionary,3,1,0,1,0,10,0,15
extjwnl_extjwnl,net.sf.extjwnl.dictionary.database,0,0,0,0,0,3,0,3
extjwnl_extjwnl,net.sf.extjwnl.dictionary.file,0,0,0,0,1,0,0,1
extjwnl_extjwnl,net.sf.extjwnl.dictionary.file_manager,0,0,0,0,0,1,0,1
extjwnl_extjwnl,net.sf.extjwnl.dictionary.morph,0,0,0,0,0,1,0,1
extjwnl_extjwnl,net.sf.extjwnl,0,0,0,0,0,0,0,0
extjwnl_extjwnl,net.sf.extjwnl.princeton.data,0,0,0,0,0,0,0,0
extjwnl_extjwnl,net.sf.extjwnl.princeton.file,0,0,0,0,1,1,0,2
extjwnl_extjwnl,net.sf.extjwnl.util,0,0,0,0,1,8,0,9
extjwnl_extjwnl,net.sf.extjwnl.util.cache,0,0,0,0,1,0,0,1
extjwnl_extjwnl,net.sf.extjwnl.util.factory,0,1,0,0,1,1,0,3
extjwnl_extjwnl,net.sf.extjwnl.cli,0,0,0,0,0,0,0,0
extjwnl_extjwnl,net.sf.extjwnl.utilities,0,0,0,0,0,2,0,2
exxeleron_qJava,com.exxeleron.qjava,0,0,0,1,0,0,0,1
exxeleron_qJava,(default package),0,0,0,0,1,0,0,1
fabric8io_quickstarts,io.fabric8.tooling.archetype,0,0,0,0,0,0,0,0
fabric8io_quickstarts,io.fabric8.tooling.archetype.builder,0,0,0,0,1,0,0,1
fabric8io_quickstarts,io.fabric8.tooling.archetype.generator,0,0,0,0,0,0,0,0
fabric8io_quickstarts,io.fabric8.examples.helloworld,0,0,0,0,0,0,0,0
fabric8io_quickstarts,io.fabric8.examples.helloworld.impl,0,0,0,0,0,0,0,0
fabric8io_quickstarts,$,0,0,0,1,1,0,0,2
fabric8io_quickstarts,io.fabric8.funktion.example,0,0,0,0,0,0,0,0
fabric8io_quickstarts,io.fabric8.quickstarts.cxf.wstx,0,0,0,1,1,0,0,2
fabric8io_quickstarts,io.fabric8.archetypes.catalog,0,0,0,0,0,0,0,0
fabric8io_quickstarts,org.apache.camel.cassandraql,0,0,0,0,0,0,0,0
fabric8io_quickstarts,io.fabric8.example.camel.cassandra.routes,0,0,0,0,0,0,0,0
fabric8io_quickstarts,io.fabric8.quickstarts.camelcdi,0,0,0,0,1,0,0,1
fabric8io_quickstarts,io.fabric8.quickstarts.camelcdi.mq,0,0,0,0,0,0,0,0
fabric8io_quickstarts,org.apache.camel.example.cdi,0,0,0,0,0,0,0,0
fabric8io_quickstarts,io.fabric8.quickstarts.cxfcdi,0,0,0,0,1,0,0,1
fabric8io_quickstarts,io.fabric8.example.camel.infinispan.routes,0,0,0,0,0,0,0,0
fabric8io_quickstarts,io.fabric8.quickstarts.java.simple.fatjar,0,0,0,0,0,0,0,0
fabric8io_quickstarts,io.fabric8.quickstarts.java.simple,0,0,0,0,0,0,0,0
fabric8io_quickstarts,io.fabric8.quickstarts.camelamq,0,0,0,0,0,0,0,0
fabric8io_quickstarts,org.apache.camel.example.sql,0,0,0,0,0,0,0,0
fabric8io_quickstarts,org.apache.camel.example.sql.model,0,0,0,0,0,0,0,0
fabric8io_quickstarts,io.fabric8.quickstarts.rest,0,0,0,0,1,0,0,1
fabric8io_quickstarts,io.fabric8.quickstarts.camel.amq,0,0,0,0,0,0,0,0
fabric8io_quickstarts,io.fabric8.quickstarts.camel,0,0,0,0,1,0,0,1
fabric8io_quickstarts,io.fabric8.quickstarts.camel.config,0,0,0,0,0,0,0,0
fabric8io_quickstarts,io.fabric8.quickstarts.camel.drools,0,0,0,0,0,0,0,0
fabric8io_quickstarts,io.fabric8.quickstarts.camel.drools.model,0,0,0,0,0,0,0,0
fabric8io_quickstarts,io.fabric8.quickstarts.camel.infinispan,0,0,0,0,0,0,0,0
fabric8io_quickstarts,io.fabric8.quickstarts.camel.teiid,0,0,0,0,0,0,0,0
fabric8io_quickstarts,io.fabric8.quickstarts.cxf.jaxrs,0,0,0,0,1,0,0,1
fabric8io_quickstarts,io.fabric8.quickstarts.cxf.jaxws,0,0,0,0,1,0,0,1
fabric8io_quickstarts,io.fabric8.quickstarts.hystrix,0,0,0,0,0,0,0,0
fabric8io_quickstarts,io.fabric8.quickstarts.springbootmvc,0,0,0,0,1,0,0,1
fabric8io_quickstarts,io.fabric8.quickstarts.ribbon,0,0,0,0,0,0,0,0
fabric8io_quickstarts,io.fabric8.quickstarts.springbootmvc.domain,0,0,0,0,0,0,0,0
fabric8io_quickstarts,io.fabric8.quickstarts.swarm,0,0,0,0,0,0,0,0
fabric8io_quickstarts,io.fabric8.quickstarts.swarm.route,0,0,0,0,0,0,0,0
fabric8io_quickstarts,org.configmap.demo,0,0,0,0,0,0,0,0
fabric8io_quickstarts,io.vertx.example,0,0,0,0,0,0,0,0
FasterXML_jackson-dataformat-cbor,com.fasterxml.jackson.dataformat.cbor,0,0,0,0,1,0,0,1
feroult_yawp,io.yawp.driver.appengine,0,0,0,0,1,0,0,1
feroult_yawp,io.yawp.driver.appengine.pipes.flow,0,0,0,0,1,1,0,2
feroult_yawp,io.yawp.driver.appengine.pipes.flow.drops,0,1,0,0,0,0,0,1
feroult_yawp,io.yawp.driver.appengine.pipes.reflow,0,0,0,0,0,0,0,0
feroult_yawp,io.yawp.driver.appengine.pipes.reload,0,0,0,0,0,0,0,0
feroult_yawp,io.yawp.driver.appengine.pipes.utils,0,0,0,0,0,0,0,0
feroult_yawp,$,0,0,0,0,0,0,0,0
feroult_yawp,io.yawp.commons.config,0,0,0,0,0,0,0,0
feroult_yawp,io.yawp.commons.http,1,0,0,0,1,0,0,2
feroult_yawp,io.yawp.commons.utils,23,1,0,0,1,0,0,25
feroult_yawp,io.yawp.commons.utils.json.genson,0,0,0,0,1,0,0,1
feroult_yawp,io.yawp.commons.utils.json.gson,8,0,0,0,1,0,0,9
feroult_yawp,io.yawp.commons.utils.json,0,0,0,0,0,0,0,0
feroult_yawp,io.yawp.commons.utils.kind,0,0,0,0,0,0,0,0
feroult_yawp,io.yawp.driver.api,0,0,0,0,1,5,0,6
feroult_yawp,io.yawp.repository.actions,3,0,0,0,1,1,0,5
feroult_yawp,io.yawp.repository,31,1,0,0,1,9,0,42
feroult_yawp,io.yawp.repository.features,3,1,0,0,1,2,0,7
feroult_yawp,io.yawp.repository.features.scanner,6,0,0,0,0,0,0,6
feroult_yawp,io.yawp.repository.hooks,2,0,0,0,0,2,0,4
feroult_yawp,io.yawp.repository.models,9,1,0,0,0,5,0,15
feroult_yawp,io.yawp.repository.pipes,5,1,0,0,0,2,0,8
feroult_yawp,io.yawp.repository.pipes.pump,2,0,0,0,0,0,0,2
feroult_yawp,io.yawp.repository.query.condition,5,0,0,0,0,2,0,7
feroult_yawp,io.yawp.repository.query,10,0,0,0,1,5,0,16
feroult_yawp,io.yawp.repository.shields,3,0,0,0,1,3,0,7
feroult_yawp,io.yawp.repository.transformers,0,0,0,0,0,0,0,0
feroult_yawp,io.yawp.servlet.cache,3,1,0,0,0,0,0,4
feroult_yawp,io.yawp.servlet,0,0,0,0,1,2,0,3
feroult_yawp,io.yawp.servlet.rest,0,0,0,0,0,1,0,1
feroult_yawp,io.yawp.tools.datastore,0,0,0,0,0,1,0,1
feroult_yawp,io.yawp.tools.pipes,0,0,0,0,0,1,0,1
feroult_yawp,io.yawp.tools,0,0,0,0,0,0,0,0
feroult_yawp,io.yawp.driver.mock,0,0,0,0,0,0,0,0
feroult_yawp,io.yawp.repository.actions.basic,0,0,0,0,1,0,0,1
feroult_yawp,io.yawp.repository.actions.hierarchy,0,0,0,0,0,0,0,0
feroult_yawp,io.yawp.repository.actions.parents,0,0,0,0,1,0,0,1
feroult_yawp,io.yawp.repository.cache,0,0,0,0,0,0,0,0
feroult_yawp,io.yawp.repository.hooks.basic,0,0,0,0,0,0,0,0
feroult_yawp,io.yawp.repository.hooks.hierarchy,0,0,0,0,0,0,0,0
feroult_yawp,io.yawp.repository.hooks.parents,0,0,0,0,0,0,0,0
feroult_yawp,io.yawp.repository.models.basic,3,1,0,0,1,0,0,5
feroult_yawp,io.yawp.repository.models.basic.facades,0,0,0,0,0,0,0,0
feroult_yawp,io.yawp.repository.models.hierarchy,0,0,0,0,0,0,0,0
feroult_yawp,io.yawp.repository.models.parents,2,1,0,0,1,0,0,4
feroult_yawp,io.yawp.repository.pipes.basic,0,0,0,0,0,0,0,0
feroult_yawp,io.yawp.repository.pipes.parents,0,0,0,0,0,0,0,0
feroult_yawp,io.yawp.repository.shields.basic,0,0,0,0,0,1,0,1
feroult_yawp,io.yawp.repository.shields.hierarchy,0,0,0,0,0,0,0,0
feroult_yawp,io.yawp.repository.shields.parents,0,0,0,0,0,0,0,0
feroult_yawp,io.yawp.repository.transformers.basic,0,0,0,0,0,0,0,0
feroult_yawp,io.yawp.repository.transformers.hierarchy,0,0,0,0,0,0,0,0
feroult_yawp,io.yawp.repository.transformers.parents,0,0,0,0,0,0,0,0
feroult_yawp,io.yawp.servlet.child,0,0,0,0,0,0,0,0
feroult_yawp,io.yawp.servlet.grandchild,0,0,0,0,0,0,0,0
feroult_yawp,io.yawp.servlet.hierarchy,0,0,0,0,0,0,0,0
feroult_yawp,io.yawp.servlet.parent,0,0,0,0,0,0,0,0
feroult_yawp,io.yawp.plugin.devserver.appengine,0,0,0,0,1,0,0,1
