Project Name,Package Name,Cyclic Dependency,Unstable Dependency,Ambiguous Interface,God Component,Feature Concentration,Scattered Functionality,Dense Structure,Total Architecture Smells
abel533_Mapper,tk.mybatis.mapper.additional.dialect.oracle,0,0,0,0,1,0,0,1
abel533_Mapper,tk.mybatis.mapper.additional.idlist,0,0,0,0,1,0,0,1
abel533_Mapper,tk.mybatis.mapper.additional.insert,0,0,0,0,0,0,0,0
abel533_Mapper,tk.mybatis.mapper.additional.select,0,0,0,0,1,0,0,1
abel533_Mapper,tk.mybatis.mapper.additional.update.differ,0,0,0,0,1,0,0,1
abel533_Mapper,tk.mybatis.mapper.additional.update.force,0,0,0,0,1,0,0,1
abel533_Mapper,tk.mybatis.mapper.additional,0,0,0,0,1,0,0,1
abel533_Mapper,tk.mybatis.mapper.additional.insertlist,0,0,0,0,1,0,0,1
abel533_Mapper,tk.mybatis.mapper.generator,0,0,0,0,1,0,0,1
abel533_Mapper,tk.mybatis.mapper.generator.file,0,0,0,0,0,0,0,0
abel533_Mapper,tk.mybatis.mapper.generator.formatter,0,0,0,0,0,0,0,0
abel533_Mapper,tk.mybatis.mapper.generator.model,0,0,0,0,0,0,0,0
abel533_Mapper,tk.mybatis.spring.annotation,0,1,0,0,0,0,0,1
abel533_Mapper,tk.mybatis.spring.mapper,0,0,0,0,1,0,0,1
abel533_Mapper,tk.mybatis.mapper.configuration,0,0,0,0,1,0,0,1
abel533_Mapper,tk.mybatis.mapper.xml,0,0,0,0,1,0,0,1
abel533_Mapper,tk.mybatis.mapper.autoconfigure,0,0,0,0,1,0,0,1
abel533_Mapper,tk.mybatis.mapper.weekend,0,0,0,0,1,2,0,3
abel533_Mapper,tk.mybatis.mapper.weekend.reflection,0,0,0,0,0,1,0,1
abel533_Mapper,tk.mybatis.mapper.weekend.entity,0,0,0,0,0,0,0,0
abel533_Mapper,tk.mybatis.mapper.weekend.mapper,0,0,0,0,0,0,0,0
abrensch_brouter,btools.codec,0,0,0,0,1,2,0,3
abrensch_brouter,btools.router,0,0,0,0,0,3,0,3
abrensch_brouter,btools.expressions,0,0,0,0,0,3,0,3
abrensch_brouter,btools.mapcreator,0,0,0,1,0,2,0,3
abrensch_brouter,btools.mapaccess,0,0,0,0,1,3,0,4
abrensch_brouter,btools.routingapp,0,0,0,0,0,0,0,0
abrensch_brouter,btools.server,0,0,0,0,1,0,0,1
abrensch_brouter,btools.server.request,0,0,0,0,0,0,0,0
abrensch_brouter,btools.util,0,0,0,1,1,6,0,8
abrensch_brouter,btools.mapsplitter,0,0,0,0,0,0,0,0
abrensch_brouter,(default package),0,0,0,0,0,0,0,0
acciente_oacc-core,com.acciente.oacc,10,1,0,2,0,0,1,14
acciente_oacc-core,com.acciente.oacc.encryptor.bcrypt,0,1,0,0,0,0,1,2
acciente_oacc-core,com.acciente.oacc.encryptor.jasypt,0,1,0,0,0,0,1,2
acciente_oacc-core,com.acciente.oacc.encryptor,0,0,0,0,0,0,1,1
acciente_oacc-core,com.acciente.oacc.normalizer.icu4j,1,0,0,0,1,0,1,3
acciente_oacc-core,com.acciente.oacc.normalizer.jdk,1,0,0,0,0,0,1,2
acciente_oacc-core,com.acciente.oacc.normalizer,2,1,0,0,0,0,1,4
acciente_oacc-core,com.acciente.oacc.sql.internal.encryptor,0,0,0,0,0,0,1,1
acciente_oacc-core,com.acciente.oacc.sql.internal,9,1,0,0,0,0,1,11
acciente_oacc-core,com.acciente.oacc.sql.internal.persister,4,0,0,1,0,0,1,6
acciente_oacc-core,com.acciente.oacc.sql.internal.persister.id,0,0,0,0,0,0,1,1
acciente_oacc-core,com.acciente.oacc.sql,8,1,0,0,1,0,1,11
acciente_oacc-core,com.acciente.oacc.helper,5,1,0,1,0,0,1,8
Accla_d4m_api_java,edu.mit.ll.cloud.connection,0,0,0,0,0,0,1,1
Accla_d4m_api_java,edu.mit.ll.d4m.db.cloud.accumulo,1,0,0,0,1,0,1,3
Accla_d4m_api_java,edu.mit.ll.d4m.db.cloud,1,1,0,0,1,0,1,4
Accla_d4m_api_java,edu.mit.ll.d4m.db.cloud.util,0,0,0,0,0,0,1,1
Accla_d4m_api_java,edu.mit.ll.graphulo.apply,4,1,0,0,1,0,1,7
Accla_d4m_api_java,edu.mit.ll.graphulo,16,1,0,1,1,0,1,20
Accla_d4m_api_java,edu.mit.ll.graphulo.ewise,3,0,0,0,0,0,1,4
Accla_d4m_api_java,edu.mit.ll.graphulo.reducer,2,0,0,0,0,0,1,3
Accla_d4m_api_java,edu.mit.ll.graphulo.rowmult,2,0,0,0,1,0,1,4
Accla_d4m_api_java,edu.mit.ll.graphulo.simplemult,4,1,0,0,0,0,1,6
Accla_d4m_api_java,edu.mit.ll.graphulo.skvi,15,1,0,1,1,0,1,19
Accla_d4m_api_java,edu.mit.ll.graphulo.skvi.ktruss,0,0,0,0,0,0,1,1
Accla_d4m_api_java,edu.mit.ll.graphulo.tricount,2,0,0,0,1,0,1,4
Accla_d4m_api_java,edu.mit.ll.graphulo.util,19,1,0,0,1,0,1,22
Accla_d4m_api_java,edu.mit.ll.graphulo_ndsi,2,0,0,0,0,0,1,3
Accla_d4m_api_java,edu.mit.ll.graphulo_ocean,6,0,0,1,1,0,1,9
Accla_d4m_api_java,edu.mit.ll.graphulo_ocean.parfile,0,0,0,0,0,0,1,1
Accla_d4m_api_java,edu.mit.ll.graphulo.examples,4,1,0,0,0,0,1,6
aceleradora6-tw_RegistroLivre,br.com.aceleradora.registrolivre.controller,0,0,0,0,0,2,0,2
aceleradora6-tw_RegistroLivre,br.com.aceleradora.registrolivre.dao,0,0,0,0,0,1,0,1
aceleradora6-tw_RegistroLivre,br.com.aceleradora.registrolivre.model,0,0,0,0,0,3,0,3
aceleradora6-tw_RegistroLivre,br.com.aceleradora.registrolivre.util,0,0,0,0,1,2,0,3
aceleradora6-tw_RegistroLivre,br.com.aceleradora.registrolivre.validador.validacoes,0,0,0,0,0,0,0,0
aceleradora6-tw_RegistroLivre,funcional,0,0,0,0,0,0,0,0
aceleradora6-tw_RegistroLivre,unitario,0,0,0,0,0,1,0,1
aceleradora6-tw_RegistroLivre,unitario.validador,0,0,0,0,0,0,0,0
addthis_hydra,com.addthis.hydra.job,20,1,0,1,1,0,1,24
addthis_hydra,com.addthis.hydra.job.mq,4,1,0,0,0,0,1,6
addthis_hydra,com.addthis.hydra.job.store,3,1,0,0,1,0,1,6
addthis_hydra,com.addthis.hydra.task.output,1,1,0,1,0,0,1,4
addthis_hydra,com.addthis.hydra.task.source,0,0,0,1,1,0,1,3
addthis_hydra,com.addthis.hydra.data.channel,1,0,0,0,0,0,1,2
addthis_hydra,com.addthis.hydra.data.io,0,0,0,0,1,0,1,2
addthis_hydra,com.addthis.hydra.data,0,0,0,0,0,0,1,1
addthis_hydra,com.addthis.hydra.data.query,2,1,0,1,0,0,1,5
addthis_hydra,com.addthis.hydra.data.query.engine,0,0,0,0,0,0,1,1
addthis_hydra,com.addthis.hydra.data.query.op.merge,2,1,0,0,0,0,1,4
addthis_hydra,com.addthis.hydra.data.query.op,2,1,0,1,1,0,1,6
addthis_hydra,com.addthis.hydra.data.query.source,0,0,0,0,1,0,1,2
addthis_hydra,com.addthis.hydra.data.tree,1,1,0,0,1,0,1,4
addthis_hydra,com.addthis.hydra.data.tree.concurrent,1,0,0,0,1,0,1,3
addthis_hydra,com.addthis.hydra.data.tree.nonconcurrent,0,0,0,0,0,0,1,1
addthis_hydra,com.addthis.hydra.data.tree.prop,0,0,0,1,0,0,1,2
addthis_hydra,com.addthis.hydra.data.util,0,0,0,1,1,0,1,3
addthis_hydra,com.addthis.hydra.util,2,1,0,0,1,0,1,5
addthis_hydra,com.yammer.metrics.stats,0,0,0,0,0,0,1,1
addthis_hydra,com.addthis.hydra.common,0,0,0,0,0,0,1,1
addthis_hydra,com.addthis.hydra.common.hash,0,0,0,0,0,0,1,1
addthis_hydra,com.addthis.hydra.common.util,0,0,0,0,0,0,1,1
addthis_hydra,com.addthis.hydra.data.compiler,0,0,0,0,0,0,1,1
addthis_hydra,com.addthis.hydra.data.filter.bundle,1,1,0,1,0,0,1,4
addthis_hydra,com.addthis.hydra.data.filter.bundle.unary,1,0,0,0,0,0,1,2
addthis_hydra,com.addthis.hydra.data.filter.closeablebundle,0,0,0,0,1,0,1,2
addthis_hydra,com.addthis.hydra.data.filter.eval,0,0,0,0,1,0,1,2
addthis_hydra,com.addthis.hydra.data.filter.lambda,0,0,0,0,0,0,1,1
addthis_hydra,com.addthis.hydra.data.filter.util,0,0,0,0,0,0,1,1
addthis_hydra,com.addthis.hydra.data.filter.value,0,0,0,1,0,0,1,2
addthis_hydra,com.addthis.hydra.job.alert,5,1,0,0,0,0,1,7
addthis_hydra,com.addthis.hydra.job.alert.types,3,1,0,0,1,0,1,6
addthis_hydra,com.addthis.hydra.job.alias,2,1,0,0,0,0,1,4
addthis_hydra,com.addthis.hydra.job.auth,2,1,0,0,0,0,1,4
addthis_hydra,com.addthis.hydra.job.backup,0,0,0,0,1,0,1,2
addthis_hydra,com.addthis.hydra.job.entity,5,1,0,0,1,0,1,8
addthis_hydra,com.addthis.hydra.job.spawn,23,1,0,1,0,0,1,26
addthis_hydra,com.addthis.hydra.job.spawn.balancer,3,0,0,0,0,0,1,4
addthis_hydra,com.addthis.hydra.job.spawn.search,0,0,0,0,1,0,1,2
addthis_hydra,com.addthis.hydra.job.web.entities,0,0,0,0,0,0,1,1
addthis_hydra,com.addthis.hydra.job.web.jersey,0,0,0,0,0,0,1,1
addthis_hydra,com.addthis.hydra.job.web,11,1,0,0,0,0,1,13
addthis_hydra,com.addthis.hydra.job.web.resources,5,0,0,0,1,0,1,7
addthis_hydra,com.addthis.hydra.job.web.websocket,2,1,0,0,0,0,1,4
addthis_hydra,com.addthis.hydra,0,0,0,0,0,0,1,1
addthis_hydra,com.addthis.hydra.minion,8,0,0,1,0,0,1,10
addthis_hydra,com.addthis.hydra.query.aggregate,8,1,0,0,0,0,1,10
addthis_hydra,com.addthis.hydra.query,11,0,0,0,1,0,1,13
addthis_hydra,com.addthis.hydra.query.loadbalance,8,1,0,0,0,0,1,10
addthis_hydra,com.addthis.hydra.query.spawndatastore,5,0,0,0,0,0,1,6
addthis_hydra,com.addthis.hydra.query.tracker,8,0,0,0,0,0,1,9
addthis_hydra,com.addthis.hydra.query.util,0,0,0,0,0,0,1,1
addthis_hydra,com.addthis.hydra.query.web,11,1,0,0,0,0,1,13
addthis_hydra,com.addthis.hydra.meshy.http,0,0,0,0,0,0,1,1
addthis_hydra,com.addthis.hydra.mq,0,0,0,0,1,0,1,2
addthis_hydra,com.addthis.hydra.store.common,0,0,0,0,1,0,1,2
addthis_hydra,com.addthis.hydra.store.compress,0,0,0,0,0,0,1,1
addthis_hydra,com.addthis.hydra.store.db,0,0,0,0,1,0,1,2
addthis_hydra,com.addthis.hydra.store.kv,0,0,0,0,0,0,1,1
addthis_hydra,com.addthis.hydra.store.kv.metrics,0,0,0,0,0,0,1,1
addthis_hydra,com.addthis.hydra.store.nonconcurrent,0,0,0,0,0,0,1,1
addthis_hydra,com.addthis.hydra.store.skiplist,0,1,0,0,1,0,1,3
addthis_hydra,com.addthis.hydra.store.util,0,0,0,0,1,0,1,2
addthis_hydra,com.addthis.hydra.store,0,0,0,0,0,0,1,1
addthis_hydra,com.addthis.hydra.task.hoover,0,0,0,0,0,0,1,1
addthis_hydra,com.addthis.hydra.task.map,1,1,0,0,1,0,1,4
addthis_hydra,com.addthis.hydra.task.output.tree,0,0,0,0,0,0,1,1
addthis_hydra,com.addthis.hydra.task.pipeline,0,0,0,0,0,0,1,1
addthis_hydra,com.addthis.hydra.task.run,0,0,0,0,1,0,1,2
addthis_hydra,com.addthis.hydra.task.source.bundleizer,0,0,0,0,0,0,1,1
addthis_hydra,com.addthis.hydra.task.stream,0,0,0,0,1,0,1,2
addthis_hydra,com.addthis.hydra.task.util,0,0,0,0,0,0,1,1
addthis_hydra,com.addthis.hydra.uber,0,0,0,0,0,0,1,1
addthis_hydra,com.addthis.hydra.vault,0,0,0,0,0,0,1,1
addthis_meshy,com.addthis.meshy,1,1,0,1,1,0,0,4
addthis_meshy,com.addthis.meshy.service.file,0,0,0,0,1,0,0,1
addthis_meshy,com.addthis.meshy.service.host,0,0,0,0,0,0,0,0
addthis_meshy,com.addthis.meshy.service.message,0,0,0,0,1,0,0,1
addthis_meshy,com.addthis.meshy.service.peer,1,0,0,0,0,0,0,1
addthis_meshy,com.addthis.meshy.service.stream,0,0,0,0,0,0,0,0
AdoptOpenJDK_mjprof,com.performizeit.jmxsupport,0,0,0,0,0,0,0,0
AdoptOpenJDK_mjprof,com.performizeit.mjprof.api,0,0,0,0,0,0,0,0
AdoptOpenJDK_mjprof,com.performizeit.mjprof,1,0,0,0,0,0,0,1
AdoptOpenJDK_mjprof,com.performizeit.mjprof.model,1,0,0,0,1,4,0,6
AdoptOpenJDK_mjprof,com.performizeit.mjprof.monads,0,0,0,0,0,0,0,0
AdoptOpenJDK_mjprof,com.performizeit.mjprof.parser,1,1,0,0,1,5,0,8
AdoptOpenJDK_mjprof,com.performizeit.mjprof.plugin,1,1,0,0,0,0,0,2
AdoptOpenJDK_mjprof,com.performizeit.mjprof.plugin.types,0,0,0,0,1,0,0,1
AdoptOpenJDK_mjprof,com.performizeit.mjprof.plugins.combiners,0,0,0,0,0,1,0,1
AdoptOpenJDK_mjprof,com.performizeit.mjprof.plugins.comparators,0,0,0,0,0,0,0,0
AdoptOpenJDK_mjprof,com.performizeit.mjprof.plugins.dataSource,0,0,0,0,1,0,0,1
AdoptOpenJDK_mjprof,com.performizeit.mjprof.plugins.filters,0,0,0,0,0,0,0,0
AdoptOpenJDK_mjprof,com.performizeit.mjprof.plugins.mappers,0,0,0,0,0,2,0,2
AdoptOpenJDK_mjprof,com.performizeit.mjprof.plugins.mappers.singlethread,0,0,0,0,0,2,0,2
AdoptOpenJDK_mjprof,com.performizeit.mjprof.plugins.mappers.singlethread.stackframe,0,0,0,0,0,1,0,1
AdoptOpenJDK_mjprof,com.performizeit.mjprof.plugins.mergers,0,0,0,0,0,0,0,0
AdoptOpenJDK_mjprof,com.performizeit.mjprof.plugins.output,0,0,0,0,0,0,0,0
AdoptOpenJDK_mjprof,com.performizeit.mjprof.plugins.terminals,0,0,0,0,0,0,0,0
AdoptOpenJDK_mjprof,com.performizeit.plumbing,0,0,0,0,0,0,0,0
akquinet_vaadinator,$,0,0,0,0,0,0,0,0
akquinet_vaadinator,de.akquinet.engineering.vaadinator.example.address,0,0,0,0,0,0,0,0
akquinet_vaadinator,de.akquinet.engineering.vaadinator.example.address.dao,0,0,0,0,1,0,0,1
akquinet_vaadinator,de.akquinet.engineering.vaadinator.example.address.model,0,0,0,0,0,0,0,0
akquinet_vaadinator,de.akquinet.engineering.vaadinator.example.address.ui.std.presenter,0,0,0,0,1,0,0,1
akquinet_vaadinator,de.akquinet.engineering.vaadinator.example.address.ui.std.view,0,0,0,0,1,0,0,1
akquinet_vaadinator,de.akquinet.engineering.vaadinator.example.address.service,0,0,0,0,1,0,0,1
akquinet_vaadinator,de.akquinet.engineering.vaadinator.example.contractapplication,0,0,0,0,0,0,0,0
akquinet_vaadinator,de.akquinet.engineering.vaadinator.example.contractapplication.model,0,0,0,0,0,0,0,0
akquinet_vaadinator,de.akquinet.engineering.vaadinator.example.contractapplication.ui.std.presenter,0,0,0,0,0,0,0,0
akquinet_vaadinator,de.akquinet.engineering.vaadinator.example.contractapplication.ui.std.view,0,0,0,0,1,0,0,1
akquinet_vaadinator,de.akquinet.engineering.vaadinator.example.crmws.dto,0,0,0,0,0,0,0,0
akquinet_vaadinator,de.akquinet.engineering.vaadinator.example.crmws.model,0,0,0,0,0,0,0,0
akquinet_vaadinator,de.akquinet.engineering.vaadinator.example.crmws.websrv,0,0,0,0,0,0,0,0
akquinet_vaadinator,de.akquinet.engineering.vaadinator.example.crmws.dao,0,0,0,0,0,0,0,0
akquinet_vaadinator,de.akquinet.engineering.vaadinator.timesheet,1,1,0,0,0,0,0,2
akquinet_vaadinator,de.akquinet.engineering.vaadinator.timesheet.context,0,0,0,0,0,0,0,0
akquinet_vaadinator,de.akquinet.engineering.vaadinator.timesheet.model,0,0,0,0,0,0,0,0
akquinet_vaadinator,de.akquinet.engineering.vaadinator.timesheet.service,1,0,0,0,0,0,0,1
akquinet_vaadinator,de.akquinet.engineering.vaadinator.timesheet.ui.std.presenter,0,0,0,0,0,0,0,0
akquinet_vaadinator,de.akquinet.engineering.vaadinator.timesheet.ui.std.view,0,0,0,0,1,0,0,1
akquinet_vaadinator,de.akquinet.engineering.vaadinator.timesheet.widgetset.client,0,0,0,0,0,0,0,0
akquinet_vaadinator,de.akquinet.engineering.vaadinator.timesheet.widgetset,0,0,0,0,0,0,0,0
akquinet_vaadinator,org.vergien.vaadinator.example.webdriver.model,0,0,0,0,0,0,0,0
akquinet_vaadinator,org.vergien.vaadinator.example.webdriver,0,0,0,0,0,0,0,0
akquinet_vaadinator,org.vergien.vaadinator.webdriver.touchkit.model,0,0,0,0,0,0,0,0
akquinet_vaadinator,org.vergien.vaadinator.webdriver.touchkit,0,0,0,0,1,0,0,1
akquinet_vaadinator,de.akquinet.engineering.vaadinator.annotations,0,0,0,0,0,0,0,0
akquinet_vaadinator,de.akquinet.engineering.vaadinator.dao,0,0,0,0,0,0,0,0
akquinet_vaadinator,de.akquinet.engineering.vaadinator.generator,1,0,0,0,0,0,0,1
akquinet_vaadinator,de.akquinet.engineering.vaadinator.mojo,1,1,0,0,0,0,0,2
akquinet_vaadinator,de.akquinet.engineering.vaadinator.model,0,0,0,0,1,0,0,1
akquinet_vaadinator,de.akquinet.engineering.vaadinator.util,0,0,0,0,0,0,0,0
akquinet_vaadinator,org.vergien.vaadinator.codegenerator.lazyquerycontainer,0,0,0,0,0,0,0,0
akquinet_vaadinator,de.akquinet.engineering.vaadinator.generator.te,0,0,0,0,0,0,0,0
akquinet_vaadinator,org.vergien.vaadinator.codegenerator.webdriver,0,0,0,0,0,0,0,0
Alexey1Gavrilov_expectit,net.sf.expectit.java8,0,0,0,0,0,0,0,0
Alexey1Gavrilov_expectit,net.sf.expectit.ant,0,0,0,0,1,0,0,1
Alexey1Gavrilov_expectit,net.sf.expectit.ant.filter,0,0,0,0,0,0,0,0
Alexey1Gavrilov_expectit,net.sf.expectit.ant.matcher,0,0,0,0,0,0,0,0
Alexey1Gavrilov_expectit,net.sf.expectit,2,1,0,1,0,3,0,7
Alexey1Gavrilov_expectit,net.sf.expectit.echo,0,0,0,0,0,0,0,0
Alexey1Gavrilov_expectit,net.sf.expectit.filter,1,1,0,0,0,2,0,4
Alexey1Gavrilov_expectit,net.sf.expectit.interact,1,0,0,0,0,1,0,2
Alexey1Gavrilov_expectit,net.sf.expectit.matcher,0,0,0,0,0,3,0,3
allanbank_mongodb-async-driver,com.allanbank.mongodb,51,1,0,1,1,56,1,111
allanbank_mongodb-async-driver,com.allanbank.mongodb.bson.builder,13,1,0,0,0,76,1,91
allanbank_mongodb-async-driver,com.allanbank.mongodb.bson.builder.impl,3,0,0,0,1,2,1,7
allanbank_mongodb-async-driver,com.allanbank.mongodb.bson,8,1,0,0,1,25,1,36
allanbank_mongodb-async-driver,com.allanbank.mongodb.bson.element,27,1,0,1,0,12,1,42
allanbank_mongodb-async-driver,com.allanbank.mongodb.bson.impl,18,1,0,0,0,1,1,21
allanbank_mongodb-async-driver,com.allanbank.mongodb.bson.io,11,0,0,0,0,4,1,16
allanbank_mongodb-async-driver,com.allanbank.mongodb.bson.json,0,0,0,0,0,0,1,1
allanbank_mongodb-async-driver,com.allanbank.mongodb.builder,20,1,0,1,0,37,1,60
allanbank_mongodb-async-driver,com.allanbank.mongodb.builder.expression,2,0,0,0,1,5,1,9
allanbank_mongodb-async-driver,com.allanbank.mongodb.builder.write,2,1,0,0,1,2,1,7
allanbank_mongodb-async-driver,com.allanbank.mongodb.client,37,1,0,1,0,39,1,79
allanbank_mongodb-async-driver,com.allanbank.mongodb.client.callback,4,1,0,1,0,13,1,20
allanbank_mongodb-async-driver,com.allanbank.mongodb.client.connection.auth,5,0,0,0,0,10,1,16
allanbank_mongodb-async-driver,com.allanbank.mongodb.client.connection.bootstrap,10,0,0,0,0,1,1,12
allanbank_mongodb-async-driver,com.allanbank.mongodb.client.connection,4,0,0,0,1,21,1,27
allanbank_mongodb-async-driver,com.allanbank.mongodb.client.connection.proxy,5,1,0,0,1,11,1,19
allanbank_mongodb-async-driver,com.allanbank.mongodb.client.connection.rs,3,0,0,0,0,6,1,10
allanbank_mongodb-async-driver,com.allanbank.mongodb.client.connection.sharded,3,0,0,0,0,5,1,9
allanbank_mongodb-async-driver,com.allanbank.mongodb.client.connection.socket,12,1,0,0,0,9,1,23
allanbank_mongodb-async-driver,com.allanbank.mongodb.client.message,10,1,0,1,0,28,1,41
allanbank_mongodb-async-driver,com.allanbank.mongodb.client.metrics,10,1,0,0,1,2,1,15
allanbank_mongodb-async-driver,com.allanbank.mongodb.client.metrics.basic,3,1,0,0,0,2,1,7
allanbank_mongodb-async-driver,com.allanbank.mongodb.client.metrics.jmx,4,0,0,0,0,0,1,5
allanbank_mongodb-async-driver,com.allanbank.mongodb.client.metrics.noop,2,0,0,0,0,0,1,3
allanbank_mongodb-async-driver,com.allanbank.mongodb.client.state,8,1,0,0,0,14,1,24
allanbank_mongodb-async-driver,com.allanbank.mongodb.client.transport.bio,2,0,0,0,0,0,1,3
allanbank_mongodb-async-driver,com.allanbank.mongodb.client.transport.bio.one,3,1,0,0,0,0,1,5
allanbank_mongodb-async-driver,com.allanbank.mongodb.client.transport.bio.two,2,0,0,0,0,0,1,3
allanbank_mongodb-async-driver,com.allanbank.mongodb.client.transport,0,0,0,0,1,2,1,4
allanbank_mongodb-async-driver,com.allanbank.mongodb.error,10,1,0,1,1,10,1,24
allanbank_mongodb-async-driver,com.allanbank.mongodb.gridfs,0,0,0,0,0,4,1,5
allanbank_mongodb-async-driver,com.allanbank.mongodb.util,20,1,0,0,1,0,1,23
